ANICHE (HAUTS DE FRANCE - NORD)
BOBINGEN (ALLEMAGNE) - 1969
NOVY BOR (REPUBLIQUE TCHEQUE) - 1993
ANNOEULLIN (HAUTS DE FRANCE - NORD)
WORBIS (ALLEMAGNE) - 2000
ANOR (HAUTS DE FRANCE - NORD)
AKEN AN DER ELBE (ALLEMAGNE) - 1993
GIZALKI (POLOGNE) - 2007
MOMIGNIES (BELGIQUE) - 2007
PRIBRAM (REPUBLIQUE TCHEQUE) - 2005
ARMBOUTS CAPPEL (HAUTS DE FRANCE - NORD)
MINSTER (ROYAUME UNI) - 1998
ARMENTIERES (HAUTS DE FRANCE - NORD)
LITOMERICE (REPUBLIQUE TCHEQUE) - 2011
OSTERODE AM HARZ (ALLEMAGNE) - 1963
STALYBRIDGE (ROYAUME UNI) - 1955
AUBERS (HAUTS DE FRANCE - NORD)
WADHURST (ROYAUME UNI) - 2000
AUBY (HAUTS DE FRANCE - NORD)
CZELADZ (POLOGNE) - 2013
VERLAINE (BELGIQUE) - 1982
AULNOYE AYMERIES (HAUTS DE FRANCE - NORD)
BEIT SAHOUR (PALESTINE) - 1999
QUEDLINGBURG (ALLEMAGNE) - 1961
BACHANT (HAUTS DE FRANCE - NORD)
BUNDORAN (IRLANDE) - 2005
GERNRODE (ALLEMAGNE) - 1969
BAILLEUL (HAUTS DE FRANCE - NORD)
HAWICK (ROYAUME UNI) - 1973
IZEGEM (BELGIQUE) - 1992
KYRITZ (ALLEMAGNE) - 2012
SAS VAN GENT (PAYS-BAS) - 1978
WALCZ (POLOGNE) - 2015
WERNE (ALLEMAGNE) - 1967
BERGUES (HAUTS DE FRANCE - NORD)
ERNDTEBRÜCK (ALLEMAGNE) - 1973
BERLAIMONT (HAUTS DE FRANCE - NORD)
KLOTTEN (ALLEMAGNE) - 1972
BERSEE (HAUTS DE FRANCE - NORD)
BECLERS TOURNAI (BELGIQUE)
BONDUES (HAUTS DE FRANCE - NORD)
BUDUSLAU (ROUMANIE) - 2005
HAYWARDS HEATH (ROYAUME UNI) - 1998
WÜLFRATH (ALLEMAGNE) - 2003
BOUCHAIN (HAUTS DE FRANCE - NORD)
EITORF (ALLEMAGNE) - 1976
HALESWORTH (ROYAUME UNI) - 1982
HOBRO (DANEMARK) - 1994
BOUSIES (HAUTS DE FRANCE - NORD)
RISUM-LINDHOLM (ALLEMAGNE) - 1992
BRUAY SUR L'ESCAUT (HAUTS DE FRANCE - NORD)
JUGOW (POLOGNE) - 2004
WALTERSHAUSEN (ALLEMAGNE) - 1963
CAMBRAI (HAUTS DE FRANCE - NORD)
ESZTERGOM (HONGRIE) - 1992
GRAVESHAM (ROYAUME UNI) - 1989
HOUMA (ETATS UNIS) - 1995
KAMP-LINTFORT (ALLEMAGNE) - 1989
CARNIN (HAUTS DE FRANCE - NORD)
STADEN (BELGIQUE)
CAUDRY (HAUTS DE FRANCE - NORD)
COLFONTAINE (BELGIQUE) - 1963
WEDEL (ALLEMAGNE) - 1970
CHERENG (HAUTS DE FRANCE - NORD)
EAST PECKHAM (ROYAUME UNI) - 2013
COMINES (HAUTS DE FRANCE - NORD)
COMINES-WARNETON (BELGIQUE)
HEDGE-END (ROYAUME UNI) - 1994
CONDE SUR L'ESCAUT (HAUTS DE FRANCE - NORD)
QUAREGNON (BELGIQUE) - 1969
COUDEKERQUE BRANCHE (HAUTS DE FRANCE - NORD)
LANGEMARK-POELKAPELLE (BELGIQUE)
VALKENISSE (PAYS-BAS) - 1991
COUSOLRE (HAUTS DE FRANCE - NORD)
LANDELIES MONTIGNY LE TILLEUL (BELGIQUE) - 1971
MESCHEDE-FREIENOHL (ALLEMAGNE) - 1974
CYSOING (HAUTS DE FRANCE - NORD)
MUCH WENLOCH (ROYAUME UNI) - 2004
DOUAI (HAUTS DE FRANCE - NORD)
DEDOUGOU (BURKINA FASO) - 2003
HARROW (ROYAUME UNI) - 1979
KENOSHA (ETATS UNIS) - 1997
PULAWY (POLOGNE) - 2004
RECKLINGHAUSEN (ALLEMAGNE) - 1965
DOUCHY LES MINES (HAUTS DE FRANCE - NORD)
MIELEC (POLOGNE) - 1990
VILA NOVA DE POIARES (PORTUGAL) - 1989
DUNKERQUE (HAUTS DE FRANCE - NORD)
DARTFORD (ROYAUME UNI) - 1966
GAZA (PALESTINE)
MIDDLESBROUGH (ROYAUME UNI) - 1975
RAMATASHARON (ISRAËL)
ROSTOCK KREFELD (ALLEMAGNE) - 1972
EECKE (HAUTS DE FRANCE - NORD)
EIKEN (SUISSE) - 1971
MELLE-EIKENBRUCHE (ALLEMAGNE) - 1985
NAZARETH (BELGIQUE) - 1985
ESCAUDAIN (HAUTS DE FRANCE - NORD)
RUHLA (ALLEMAGNE) - 1995
ESTAIRES (HAUTS DE FRANCE - NORD)
OCHTRUP (ALLEMAGNE) - 2011
VALVERDE DEL CAMINO (ESPAGNE) - 2016
FACHES THUMESNIL (HAUTS DE FRANCE - NORD)
CATTOLICA (ITALIE) - 1979
HODONIN (REPUBLIQUE TCHEQUE) - 1997
NAOUSSA (GRECE) - 1992
ST NEOTS (ROYAUME UNI) - 1990
STOLBERG (ALLEMAGNE) - 1989
FEIGNIES (HAUTS DE FRANCE - NORD)
KEYWORTH (ROYAUME UNI) - 1977
FOURMIES (HAUTS DE FRANCE - NORD)
BERNBURG (KREIS) (ALLEMAGNE) - 1967
FRIDLEY (ETATS UNIS) - 1995
FRETIN (HAUTS DE FRANCE - NORD)
WETTRINGEN (ALLEMAGNE) - 1988
GRANDE SYNTHE (HAUTS DE FRANCE - NORD)
SUWALKI (POLOGNE) - 1978
GRAVELINES (HAUTS DE FRANCE - NORD)
BIBLIS (ALLEMAGNE) - 1988
DARTFORD (ROYAUME UNI) - 1991
FASKRUDSJÖRDUR (ISLANDE) - 1989
HALLUIN (HAUTS DE FRANCE - NORD)
KOCEVJE (SLOVENIE) - 2000
LÜBBENAU (ALLEMAGNE) - 2000
NKONG ZEM (CAMEROUN) - 2001
NORTH TYNESIDE (ROYAUME UNI) - 1994
OER-ERKENSCHWICK (ALLEMAGNE) - 1969
PNIEWY (POLOGNE) - 1998
ZULTE (BELGIQUE) - 2010
HAMEL (HAUTS DE FRANCE - NORD)
GESVES-HALTINNE (BELGIQUE) - 1980
HAUBOURDIN (HAUTS DE FRANCE - NORD)
HALSTEAD (ROYAUME UNI) - 1983
JÜLICH (ALLEMAGNE) - 1963
HAUTMONT (HAUTS DE FRANCE - NORD)
HALVER (ALLEMAGNE) - 1975
KALISZ (POLOGNE) - 1958
HAZEBROUCK (HAUTS DE FRANCE - NORD)
FAVERSHAM (ROYAUME UNI) - 1962
KÖLN-PORZ (ALLEMAGNE) - 1955
SOIGNIES-ZINNINK (BELGIQUE) - 1968
HEM (HAUTS DE FRANCE - NORD)
ALJUSTREL (PORTUGAL) - 2000
MOSSLEY (ROYAUME UNI) - 1972
WIEHL (ALLEMAGNE) - 1994
HONDSCHOOTE (HAUTS DE FRANCE - NORD)
OSTERBURKEN (ALLEMAGNE) - 1979
HORDAIN (HAUTS DE FRANCE - NORD)
RYTON ON DUNSMORE (ROYAUME UNI) - 1996
HOUPLINES (HAUTS DE FRANCE - NORD)
KIRCHUNDEM (ALLEMAGNE) - 1989
HOYMILLE (HAUTS DE FRANCE - NORD)
GOLDAP (POLOGNE) - 1994
JEUMONT (HAUTS DE FRANCE - NORD)
LA LOUVIERE (BELGIQUE) - 1976
WADERN-LOCKWEILLER (ALLEMAGNE) - 1979
