CODGEO;LIBGEO;NBMEN15;NBPERS15;NBUC15;PMIMP15;Q115;Q215;Q315;Q3_Q1;D115;D215;D315;D415;D615;D715;D815;D915;RD;S80S2015;GI15;PACT15;PTSA15;PCHO15;PBEN15;PPEN15;PAUT15
58060;Charrin;276,0;611,5;426,4;;;19794,0;;;;;;;;;;;;;;;;;;;
58061;Chasnay;59,0;120,5;87,3;;;19080,0;;;;;;;;;;;;;;;;;;;
58062;Château-Chinon (Ville);819,0;1615,5;1164,6;;;15660,0;;;;;;;;;;;;;;;;;;;
58063;Château-Chinon (Campagne);274,0;552,5;404,2;;;20176,0;;;;;;;;;;;;;;;;;;;
58064;Châteauneuf-Val-de-Bargis;270,0;532,5;390,0;;;19938,0;;;;;;;;;;;;;;;;;;;
58065;Châtillon-en-Bazois;435,0;835,5;614,3;;;17766,0;;;;;;;;;;;;;;;;;;;
58066;Châtin;50,0;97,0;72,1;;;17136,0;;;;;;;;;;;;;;;;;;;
58067;Chaulgnes;633,0;1553,5;1036,6;;;21590,0;;;;;;;;;;;;;;;;;;;
58068;Chaumard;115,0;217,5;164,1;;;20938,0;;;;;;;;;;;;;;;;;;;
58069;Chaumot;73,0;158,0;112,7;;;16275,0;;;;;;;;;;;;;;;;;;;
58071;Chevannes-Changy;63,0;123,0;90,2;;;21888,0;;;;;;;;;;;;;;;;;;;
58072;Chevenon;252,0;588,5;404,4;;;22110,0;;;;;;;;;;;;;;;;;;;
58073;Chevroches;59,0;134,0;93,5;;;19042,0;;;;;;;;;;;;;;;;;;;
58074;Chiddes;162,0;318,5;233,7;;;18286,0;;;;;;;;;;;;;;;;;;;
58075;Chitry-les-Mines;103,0;193,5;145,8;;;21692,0;;;;;;;;;;;;;;;;;;;
58077;Ciez;179,0;367,0;264,2;;;20122,0;;;;;;;;;;;;;;;;;;;
58079;Clamecy;1847,0;3514,5;2585,9;42;9306,0;16560,0;23618,0;14312,0;2666,0;7384,0;11308,0;14122,0;19062,0;21942,0;25422,0;32030,0;12,0;13,8;0,4;52,2;43,9;2,8;5,6;43,6;4,2
58080;La Collancelle;79,0;160,5;117,2;;;16044,0;;;;;;;;;;;;;;;;;;;
58081;Colméry;154,0;281,0;214,1;;;21112,0;;;;;;;;;;;;;;;;;;;
58082;Corancy;158,0;301,0;225,3;;;20532,0;;;;;;;;;;;;;;;;;;;
58083;Corbigny;757,0;1401,5;1049,9;;;19238,0;;;;;;;;;;;;;;;;;;;
58085;Corvol-l'Orgueilleux;318,0;674,5;475,5;;;17872,0;;;;;;;;;;;;;;;;;;;
58086;Cosne-Cours-sur-Loire;5158,0;10127,0;7381,7;49;12216,0;18814,0;26324,0;14108,0;5472,0;10310,0;13786,0;16404,0;21384,0;24414,0;28682,0;35660,0;6,5;8,6;0,4;51,8;43,4;2,7;5,7;43,1;5,1
58087;Cossaye;315,0;697,5;486,2;;;18392,0;;;;;;;;;;;;;;;;;;;
58088;Coulanges-lès-Nevers;1654,0;3653,0;2558,7;63;16884,0;22244,0;29512,0;12628,0;11802,0;15334,0;17982,0;20100,0;24580,0;27674,0;31478,0;39046,0;3,3;4,3;0,3;55,6;50,0;1,8;3,8;40,7;3,7
58089;Couloutre;104,0;186,0;142,8;;;21893,0;;;;;;;;;;;;;;;;;;;
58090;Courcelles;102,0;211,0;151,9;;;18614,0;;;;;;;;;;;;;;;;;;;
58092;Crux-la-Ville;210,0;405,0;299,9;;;17642,0;;;;;;;;;;;;;;;;;;;
58093;Cuncy-lès-Varzy;61,0;130,0;93,1;;;18974,0;;;;;;;;;;;;;;;;;;;
58094;Dampierre-sous-Bouhy;242,0;463,0;342,2;;;16980,0;;;;;;;;;;;;;;;;;;;
58095;Decize;2747,0;5242,0;3868,0;47;12340,0;18538,0;24820,0;12480,0;6216,0;10832,0;13984,0;16378,0;20992,0;23460,0;26812,0;32294,0;5,2;7,0;0,3;53,2;46,0;2,7;4,5;42,8;4,0
58096;Devay;210,0;527,5;348,7;;;20876,0;;;;;;;;;;;;;;;;;;;
58098;Dirol;51,0;120,0;82,7;;;18500,0;;;;;;;;;;;;;;;;;;;
58099;Dommartin;81,0;173,0;122,0;;;17246,0;;;;;;;;;;;;;;;;;;;
58101;Dompierre-sur-Nièvre;79,0;181,5;124,1;;;16336,0;;;;;;;;;;;;;;;;;;;
58102;Donzy;738,0;1449,5;1059,6;;;18292,0;;;;;;;;;;;;;;;;;;;
58103;Dornecy;243,0;477,5;348,2;;;17780,0;;;;;;;;;;;;;;;;;;;
58104;Dornes;597,0;1368,0;934,9;;;18314,0;;;;;;;;;;;;;;;;;;;
58105;Druy-Parigny;140,0;342,0;228,2;;;20238,0;;;;;;;;;;;;;;;;;;;
58106;Dun-les-Places;180,0;361,0;260,7;;;18094,0;;;;;;;;;;;;;;;;;;;
58107;Dun-sur-Grandry;71,0;146,5;105,3;;;15518,0;;;;;;;;;;;;;;;;;;;
58109;Entrains-sur-Nohain;376,0;722,0;534,2;;;17498,0;;;;;;;;;;;;;;;;;;;
58110;Epiry;96,0;213,5;147,9;;;16320,0;;;;;;;;;;;;;;;;;;;
58111;Fâchin;61,0;102,0;80,3;;;17844,0;;;;;;;;;;;;;;;;;;;
58112;La Fermeté;255,0;646,0;426,9;;;20864,0;;;;;;;;;;;;;;;;;;;
58113;Fertrève;47,0;102,0;72,5;;;17514,0;;;;;;;;;;;;;;;;;;;
58114;Fléty;49,0;105,0;75,0;;;18458,0;;;;;;;;;;;;;;;;;;;
58115;Fleury-sur-Loire;101,0;211,5;150,0;;;21366,0;;;;;;;;;;;;;;;;;;;
58116;Flez-Cuzy;63,0;118,5;87,6;;;18344,0;;;;;;;;;;;;;;;;;;;
58117;Fourchambault;2136,0;4218,5;3053,8;42;10228,0;16554,0;22506,0;12278,0;4222,0;8686,0;11624,0;14262,0;18646,0;21020,0;24004,0;28502,0;6,8;8,7;0,3;60,8;53,1;3,8;3,8;37,0;2,2
58118;Fours;330,0;625,5;464,6;;;18214,0;;;;;;;;;;;;;;;;;;;
58120;Gâcogne;112,0;217,0;161,9;;;17894,0;;;;;;;;;;;;;;;;;;;
58121;Garchizy;1565,0;3700,5;2509,2;55;14130,0;19532,0;25116,0;10986,0;7798,0;12754,0;15382,0;17646,0;21470,0;23762,0;26954,0;32534,0;4,2;5,5;0,3;64,0;57,9;2,9;3,2;32,8;3,2
58122;Garchy;201,0;429,0;301,8;;;19420,0;;;;;;;;;;;;;;;;;;;
58123;Germenay;59,0;136,0;94,1;;;17380,0;;;;;;;;;;;;;;;;;;;
58124;Germigny-sur-Loire;314,0;781,5;515,2;;;20950,0;;;;;;;;;;;;;;;;;;;
58126;Gimouille;182,0;464,5;306,2;;;18590,0;;;;;;;;;;;;;;;;;;;
58127;Giry;99,0;186,5;140,0;;;19384,0;;;;;;;;;;;;;;;;;;;
58129;Gouloux;85,0;178,0;127,1;;;18110,0;;;;;;;;;;;;;;;;;;;
58130;Grenois;61,0;98,0;78,3;;;19538,0;;;;;;;;;;;;;;;;;;;
58131;Guérigny;1148,0;2484,5;1736,1;50;14250,0;19896,0;25532,0;11282,0;8908,0;12758,0;15636,0;17604,0;21778,0;23858,0;27142,0;33632,0;3,8;4,8;0,3;63,5;56,8;2,7;4,0;34,3;2,2
58132;Guipy;115,0;248,5;173,7;;;17872,0;;;;;;;;;;;;;;;;;;;
58134;Imphy;1660,0;3260,0;2376,5;46;12224,0;18220,0;23222,0;10998,0;5866,0;10706,0;13642,0;15906,0;20382,0;22280,0;24774,0;29072,0;5,0;6,4;0,3;53,5;48,2;2,7;2,6;44,6;1,9
58138;Langeron;154,0;378,0;252,6;;;19668,0;;;;;;;;;;;;;;;;;;;
58139;Lanty;64,0;126,0;93,2;;;16633,0;;;;;;;;;;;;;;;;;;;
58140;Larochemillay;113,0;211,5;158,2;;;15470,0;;;;;;;;;;;;;;;;;;;
58142;Limanton;124,0;238,0;176,8;;;16072,0;;;;;;;;;;;;;;;;;;;
58143;Limon;65,0;157,0;106,9;;;19434,0;;;;;;;;;;;;;;;;;;;
58144;Livry;293,0;649,5;449,1;;;17780,0;;;;;;;;;;;;;;;;;;;
58145;Lormes;576,0;1120,5;819,6;;;18932,0;;;;;;;;;;;;;;;;;;;
58146;Lucenay-lès-Aix;453,0;993,5;691,9;;;17570,0;;;;;;;;;;;;;;;;;;;
58147;Lurcy-le-Bourg;140,0;287,0;204,3;;;18962,0;;;;;;;;;;;;;;;;;;;
58148;Luthenay-Uxeloup;246,0;589,0;397,1;;;20169,0;;;;;;;;;;;;;;;;;;;
58149;Luzy;968,0;1795,5;1346,3;;;17980,0;;;;;;;;;;;;;;;;;;;
58150;Lys;60,0;121,5;88,7;;;20072,0;;;;;;;;;;;;;;;;;;;
58151;La Machine;1652,0;3218,0;2357,1;43;12052,0;17646,0;22652,0;10600,0;7054,0;10758,0;13690,0;15996,0;19586,0;21370,0;24198,0;28624,0;4,1;5,7;0,3;49,1;43,2;2,8;3,2;48,1;2,8
58152;Magny-Cours;574,0;1291,0;891,8;;;20872,0;;;;;;;;;;;;;;;;;;;
58154;La Maison-Dieu;63,0;118,0;87,3;;;19547,0;;;;;;;;;;;;;;;;;;;
58155;La Marche;262,0;559,5;398,2;;;21754,0;;;;;;;;;;;;;;;;;;;
58156;Marcy;72,0;152,0;109,4;;;18094,0;;;;;;;;;;;;;;;;;;;
58157;Marigny-l'Église;149,0;288,0;214,7;;;18949,0;;;;;;;;;;;;;;;;;;;
58158;Mars-sur-Allier;127,0;294,5;202,1;;;19616,0;;;;;;;;;;;;;;;;;;;
58159;Marigny-sur-Yonne;80,0;165,5;119,6;;;18972,0;;;;;;;;;;;;;;;;;;;
58160;Marzy;1567,0;3795,0;2562,9;70;18694,0;24412,0;32020,0;13326,0;13376,0;17208,0;19752,0;21875,0;26802,0;30258,0;34844,0;42956,0;3,2;4,3;0,3;66,9;58,4;1,5;7,0;28,7;4,4
58161;Maux;66,0;139,5;99,5;;;16176,0;;;;;;;;;;;;;;;;;;;
58162;Menestreau;52,0;100,0;74,4;;;18768,0;;;;;;;;;;;;;;;;;;;
58163;Menou;106,0;185,0;143,5;;;21228,0;;;;;;;;;;;;;;;;;;;
58164;Mesves-sur-Loire;309,0;671,0;471,5;;;20556,0;;;;;;;;;;;;;;;;;;;
58165;Metz-le-Comte;82,0;162,0;118,8;;;19641,0;;;;;;;;;;;;;;;;;;;
58166;Mhère;124,0;207,5;163,7;;;18682,0;;;;;;;;;;;;;;;;;;;
58168;Millay;201,0;395,0;289,4;;;16852,0;;;;;;;;;;;;;;;;;;;
58170;Monceaux-le-Comte;72,0;138,5;103,1;;;15726,0;;;;;;;;;;;;;;;;;;;
58171;Montapas;141,0;273,0;198,7;;;17930,0;;;;;;;;;;;;;;;;;;;
58172;Montambert;60,0;121,0;87,3;;;17046,0;;;;;;;;;;;;;;;;;;;
58173;Montaron;77,0;141,5;107,8;;;18326,0;;;;;;;;;;;;;;;;;;;
58174;Montenoison;61,0;115,0;86,4;;;18662,0;;;;;;;;;;;;;;;;;;;
58175;Mont-et-Marré;80,0;152,0;114,0;;;20257,0;;;;;;;;;;;;;;;;;;;
58176;Montigny-aux-Amognes;245,0;597,5;400,5;;;22316,0;;;;;;;;;;;;;;;;;;;
58177;Montigny-en-Morvan;160,0;297,0;223,9;;;16490,0;;;;;;;;;;;;;;;;;;;
58178;Montigny-sur-Canne;66,0;143,0;101,7;;;16382,0;;;;;;;;;;;;;;;;;;;
58179;Montreuillon;121,0;233,0;172,8;;;17806,0;;;;;;;;;;;;;;;;;;;
58180;Montsauche-les-Settons;251,0;454,5;345,1;;;16566,0;;;;;;;;;;;;;;;;;;;
58181;Moraches;65,0;139,5;98,0;;;18362,0;;;;;;;;;;;;;;;;;;;
58182;Moulins-Engilbert;670,0;1299,5;954,6;;;18514,0;;;;;;;;;;;;;;;;;;;
58183;Mouron-sur-Yonne;55,0;104,0;77,5;;;17294,0;;;;;;;;;;;;;;;;;;;
58184;Moussy;62,0;109,0;83,3;;;17034,0;;;;;;;;;;;;;;;;;;;
58185;Moux-en-Morvan;275,0;542,0;397,6;;;17188,0;;;;;;;;;;;;;;;;;;;
58187;Myennes;277,0;531,0;391,7;;;17076,0;;;;;;;;;;;;;;;;;;;
58188;Nannay;55,0;104,0;77,9;;;18936,0;;;;;;;;;;;;;;;;;;;
58189;Narcy;224,0;514,5;352,3;;;18676,0;;;;;;;;;;;;;;;;;;;
58191;Neuilly;64,0;125,5;92,7;;;18794,0;;;;;;;;;;;;;;;;;;;
58192;Neuville-lès-Decize;97,0;215,0;149,8;;;17110,0;;;;;;;;;;;;;;;;;;;
58193;Neuvy-sur-Loire;658,0;1459,0;1005,9;;;18694,0;;;;;;;;;;;;;;;;;;;
58194;Nevers;16794,0;32221,5;23575,1;48;9126,0;17690,0;25780,0;16654,0;1988,0;6948,0;11102,0;14636,0;20570,0;23784,0;28144,0;35706,0;18,0;17,0;0,4;58,2;50,2;3,1;4,9;37,9;3,9
58195;La Nocle-Maulaix;145,0;286,5;211,1;;;18548,0;;;;;;;;;;;;;;;;;;;
58196;Nolay;169,0;350,0;247,1;;;18357,0;;;;;;;;;;;;;;;;;;;
58197;Nuars;69,0;139,0;100,0;;;18990,0;;;;;;;;;;;;;;;;;;;
58198;Oisy;148,0;317,5;222,9;;;18362,0;;;;;;;;;;;;;;;;;;;
58199;Onlay;77,0;149,0;110,6;;;17232,0;;;;;;;;;;;;;;;;;;;
58200;Ouagne;82,0;146,0;112,2;;;20580,0;;;;;;;;;;;;;;;;;;;
58201;Oudan;73,0;137,0;102,0;;;19052,0;;;;;;;;;;;;;;;;;;;
58204;Ourouër;129,0;309,0;206,2;;;19350,0;;;;;;;;;;;;;;;;;;;
58205;Ouroux-en-Morvan;318,0;595,0;448,3;;;17144,0;;;;;;;;;;;;;;;;;;;
58207;Parigny-les-Vaux;410,0;1002,0;672,2;;;21926,0;;;;;;;;;;;;;;;;;;;
58208;Pazy;133,0;297,0;208,6;;;19924,0;;;;;;;;;;;;;;;;;;;
58209;Perroy;81,0;174,0;123,5;;;18394,0;;;;;;;;;;;;;;;;;;;
58210;Planchez;149,0;293,0;211,8;;;17772,0;;;;;;;;;;;;;;;;;;;
58211;Poil;62,0;133,0;93,9;;;15038,0;;;;;;;;;;;;;;;;;;;
58212;Poiseux;140,0;322,5;219,4;;;17526,0;;;;;;;;;;;;;;;;;;;
58213;Pougny;200,0;462,0;314,9;;;18430,0;;;;;;;;;;;;;;;;;;;
58214;Pougues-les-Eaux;1113,0;2439,5;1701,9;59;15930,0;21400,0;28780,0;12850,0;11008,0;14674,0;17156,0;19414,0;23868,0;27134,0;30968,0;37982,0;3,5;5,0;0,3;63,2;52,2;1,9;9,1;32,4;4,4
58215;Pouilly-sur-Loire;860,0;1680,5;1225,8;;;19876,0;;;;;;;;;;;;;;;;;;;
58216;Pouques-Lormes;68,0;127,0;95,3;;;21520,0;;;;;;;;;;;;;;;;;;;
58217;Pousseaux;86,0;186,5;132,0;;;19072,0;;;;;;;;;;;;;;;;;;;
58218;Prémery;931,0;1808,0;1326,8;;;17877,0;;;;;;;;;;;;;;;;;;;
58219;Préporché;103,0;200,0;146,9;;;16496,0;;;;;;;;;;;;;;;;;;;
58220;Raveau;314,0;683,0;481,0;;;22076,0;;;;;;;;;;;;;;;;;;;
58221;Rémilly;78,0;146,0;108,8;;;14828,0;;;;;;;;;;;;;;;;;;;
58222;Rix;83,0;166,0;122,1;;;23457,0;;;;;;;;;;;;;;;;;;;
58223;Rouy;266,0;610,0;420,4;;;16280,0;;;;;;;;;;;;;;;;;;;
58225;Saincaize-Meauce;157,0;387,5;259,6;;;18364,0;;;;;;;;;;;;;;;;;;;
58226;Saint-Agnan;73,0;141,5;105,0;;;18400,0;;;;;;;;;;;;;;;;;;;
58227;Saint-Amand-en-Puisaye;627,0;1184,0;880,2;;;17702,0;;;;;;;;;;;;;;;;;;;
58228;Saint-Andelain;228,0;492,0;344,9;;;24206,0;;;;;;;;;;;;;;;;;;;
58229;Saint-André-en-Morvan;137,0;292,0;209,0;;;19098,0;;;;;;;;;;;;;;;;;;;
58231;Saint-Aubin-les-Forges;191,0;405,5;287,8;;;20342,0;;;;;;;;;;;;;;;;;;;
58232;Saint-Benin-d'Azy;536,0;1202,0;831,8;;;20590,0;;;;;;;;;;;;;;;;;;;
58233;Saint-Benin-des-Bois;82,0;177,5;124,3;;;16548,0;;;;;;;;;;;;;;;;;;;
58235;Saint-Brisson;131,0;244,0;182,7;;;16538,0;;;;;;;;;;;;;;;;;;;
58236;Sainte-Colombe-des-Bois;58,0;132,0;92,2;;;21920,0;;;;;;;;;;;;;;;;;;;
58238;Saint-Éloi;894,0;2124,0;1448,3;67;17487,0;23248,0;30048,0;12561,0;11786,0;16264,0;18800,0;20864,0;25812,0;28484,0;32374,0;38802,0;3,3;4,2;0,3;66,5;60,0;1,9;4,5;28,6;4,9
58239;Saint-Firmin;66,0;176,5;116,0;;;18432,0;;;;;;;;;;;;;;;;;;;
58241;Saint-Germain-Chassenay;154,0;335,5;237,7;;;18510,0;;;;;;;;;;;;;;;;;;;
58242;Saint-Germain-des-Bois;55,0;112,0;81,9;;;18736,0;;;;;;;;;;;;;;;;;;;
58243;Saint-Gratien-Savigny;44,0;123,0;79,5;;;17136,0;;;;;;;;;;;;;;;;;;;
58244;Saint-Hilaire-en-Morvan;98,0;219,0;153,5;;;20688,0;;;;;;;;;;;;;;;;;;;
58245;Saint-Hilaire-Fontaine;78,0;153,0;113,1;;;18310,0;;;;;;;;;;;;;;;;;;;
58246;Saint-Honoré-les-Bains;359,0;673,5;503,4;;;18148,0;;;;;;;;;;;;;;;;;;;
58247;Saint-Jean-aux-Amognes;204,0;513,5;339,5;;;21118,0;;;;;;;;;;;;;;;;;;;
58248;Saint-Laurent-l'Abbaye;101,0;228,0;155,7;;;16496,0;;;;;;;;;;;;;;;;;;;
58249;Saint-Léger-de-Fougeret;101,0;190,5;142,6;;;17822,0;;;;;;;;;;;;;;;;;;;
58250;Saint-Léger-des-Vignes;889,0;1937,0;1361,6;;;19318,0;;;;;;;;;;;;;;;;;;;
58251;Saint-Loup;216,0;472,0;331,8;;;20920,0;;;;;;;;;;;;;;;;;;;
58252;Saint-Malo-en-Donziois;72,0;138,5;103,0;;;19588,0;;;;;;;;;;;;;;;;;;;
58254;Saint-Martin-d'Heuille;242,0;595,5;400,7;;;24334,0;;;;;;;;;;;;;;;;;;;
58255;Saint-Martin-du-Puy;140,0;257,5;193,7;;;16542,0;;;;;;;;;;;;;;;;;;;
58256;Saint-Martin-sur-Nohain;171,0;390,0;269,2;;;18542,0;;;;;;;;;;;;;;;;;;;
58258;Saint-Ouen-sur-Loire;212,0;553,0;362,8;;;20688,0;;;;;;;;;;;;;;;;;;;
58259;Saint-Parize-en-Viry;69,0;142,0;102,9;;;17314,0;;;;;;;;;;;;;;;;;;;
58260;Saint-Parize-le-Châtel;549,0;1311,0;886,2;;;20430,0;;;;;;;;;;;;;;;;;;;
58261;Saint-Père;524,0;1151,0;803,5;;;20564,0;;;;;;;;;;;;;;;;;;;
58262;Saint-Péreuse;112,0;235,5;170,3;;;18524,0;;;;;;;;;;;;;;;;;;;
58263;Saint-Pierre-du-Mont;81,0;191,0;130,6;;;18832,0;;;;;;;;;;;;;;;;;;;
58264;Saint-Pierre-le-Moûtier;883,0;1776,5;1281,8;;;17286,0;;;;;;;;;;;;;;;;;;;
58265;Saint-Quentin-sur-Nohain;53,0;110,0;79,7;;;21652,0;;;;;;;;;;;;;;;;;;;
58266;Saint-Révérien;90,0;154,0;120,0;;;17668,0;;;;;;;;;;;;;;;;;;;
58267;Saint-Saulge;319,0;631,0;459,0;;;18832,0;;;;;;;;;;;;;;;;;;;
58268;Saint-Seine;94,0;208,0;144,8;;;16023,0;;;;;;;;;;;;;;;;;;;
58269;Saint-Sulpice;195,0;445,0;306,5;;;20614,0;;;;;;;;;;;;;;;;;;;
58270;Saint-Vérain;165,0;337,5;243,1;;;18884,0;;;;;;;;;;;;;;;;;;;
58271;Saizy;53,0;110,0;78,5;;;18764,0;;;;;;;;;;;;;;;;;;;
58272;Sardy-lès-Épiry;51,0;102,0;75,5;;;19296,0;;;;;;;;;;;;;;;;;;;
58273;Sauvigny-les-Bois;618,0;1467,5;999,1;;;22678,0;;;;;;;;;;;;;;;;;;;
58274;Savigny-Poil-Fol;47,0;100,5;72,0;;;12766,0;;;;;;;;;;;;;;;;;;;
58275;Saxi-Bourdon;132,0;282,5;198,4;;;17488,0;;;;;;;;;;;;;;;;;;;
58276;Sémelay;125,0;231,0;173,4;;;16900,0;;;;;;;;;;;;;;;;;;;
58277;Sermages;93,0;188,0;136,9;;;17395,0;;;;;;;;;;;;;;;;;;;
58278;Sermoise-sur-Loire;628,0;1506,5;1026,5;;;21896,0;;;;;;;;;;;;;;;;;;;
58279;Sichamps;76,0;193,0;128,1;;;19518,0;;;;;;;;;;;;;;;;;;;
58280;Sougy-sur-Loire;270,0;625,5;429,8;;;21834,0;;;;;;;;;;;;;;;;;;;
58281;Suilly-la-Tour;266,0;600,0;415,0;;;18929,0;;;;;;;;;;;;;;;;;;;
58282;Surgy;197,0;357,0;271,7;;;20194,0;;;;;;;;;;;;;;;;;;;
58285;Tamnay-en-Bazois;85,0;155,5;118,2;;;17092,0;;;;;;;;;;;;;;;;;;;
58286;Tannay;312,0;594,0;438,0;;;18411,0;;;;;;;;;;;;;;;;;;;
58287;Tazilly;95,0;212,0;148,5;;;14264,0;;;;;;;;;;;;;;;;;;;
58289;Ternant;83,0;181,0;127,2;;;15778,0;;;;;;;;;;;;;;;;;;;
58291;Thianges;76,0;170,0;120,2;;;21466,0;;;;;;;;;;;;;;;;;;;
58292;Tintury;87,0;183,0;129,8;;;19152,0;;;;;;;;;;;;;;;;;;;
58293;Toury-Lurcy;186,0;412,5;289,0;;;18844,0;;;;;;;;;;;;;;;;;;;
58294;Toury-sur-Jour;56,0;124,0;87,2;;;19384,0;;;;;;;;;;;;;;;;;;;
58295;Tracy-sur-Loire;453,0;979,0;687,6;;;21050,0;;;;;;;;;;;;;;;;;;;
58296;Tresnay;67,0;147,0;103,8;;;15300,0;;;;;;;;;;;;;;;;;;;
58297;Trois-Vèvres;107,0;244,5;170,9;;;19928,0;;;;;;;;;;;;;;;;;;;
58298;Tronsanges;164,0;390,0;264,0;;;21740,0;;;;;;;;;;;;;;;;;;;
58299;Trucy-l'Orgueilleux;114,0;223,5;164,3;;;19002,0;;;;;;;;;;;;;;;;;;;
58300;Urzy;726,0;1727,5;1177,7;;;22224,0;;;;;;;;;;;;;;;;;;;
58301;Vandenesse;161,0;329,0;234,8;;;17954,0;;;;;;;;;;;;;;;;;;;
58302;Varennes-lès-Narcy;377,0;898,0;606,5;;;20590,0;;;;;;;;;;;;;;;;;;;
58303;Varennes-Vauzelles;4366,0;9230,5;6544,2;58;14446,0;20726,0;27484,0;13038,0;8822,0;13080,0;16050,0;18588,0;23044,0;25868,0;29634,0;35680,0;4,0;5,8;0,3;54,8;48,9;2,2;3,7;39,4;5,8
58304;Varzy;516,0;1037,5;750,1;;;18096,0;;;;;;;;;;;;;;;;;;;
58305;Vauclaix;63,0;138,0;95,7;;;18302,0;;;;;;;;;;;;;;;;;;;
58306;Verneuil;121,0;305,5;201,8;;;17180,0;;;;;;;;;;;;;;;;;;;
58307;Vielmanay;75,0;167,5;116,6;;;19566,0;;;;;;;;;;;;;;;;;;;
58309;Villapourçon;219,0;399,5;303,4;;;17236,0;;;;;;;;;;;;;;;;;;;
58311;Ville-Langy;118,0;268,5;187,7;;;19442,0;;;;;;;;;;;;;;;;;;;
58312;Villiers-sur-Yonne;126,0;272,5;192,2;;;20640,0;;;;;;;;;;;;;;;;;;;
59001;Abancourt;179,0;468,5;306,7;;;22918,0;;;;;;;;;;;;;;;;;;;
59002;Abscon;1760,0;4413,5;2904,7;36;10238,0;16160,0;22102,0;11864,0;4250,0;8686,0;11488,0;14006,0;18096,0;20604,0;24152,0;28760,0;6,8;7,9;0,3;68,7;61,8;4,0;3,0;28,9;2,4
59003;Aibes;137,0;373,5;240,4;;;17050,0;;;;;;;;;;;;;;;;;;;
59004;Aix;426,0;1187,0;762,5;;;26414,0;;;;;;;;;;;;;;;;;;;
59005;Allennes-les-Marais;1314,0;3528,0;2300,3;65;17830,0;23236,0;30584,0;12754,0;12622,0;16246,0;18874,0;21120,0;25792,0;28834,0;32790,0;39070,0;3,1;3,9;0,3;76,3;69,4;2,9;4,1;20,6;3,1
59006;Amfroipret;77,0;219,0;139,2;;;22828,0;;;;;;;;;;;;;;;;;;;
59007;Anhiers;324,0;942,5;597,2;;;17900,0;;;;;;;;;;;;;;;;;;;
59008;Aniche;3738,0;9954,5;6391,1;34;7554,0;14008,0;20840,0;13286,0;1714,0;6058,0;8862,0;11344,0;16602,0;19214,0;22278,0;27156,0;15,8;13,8;0,4;69,3;61,6;4,5;3,2;28,6;2,1
59009;Villeneuve-d'Ascq;22663,0;55815,0;37010,1;53;10784,0;19396,0;29874,0;19090,0;4558,0;8944,0;12678,0;16100,0;22930,0;27294,0;32772,0;42832,0;9,4;12,2;0,4;73,1;65,2;3,3;4,6;21,6;5,3
59010;Anneux;101,0;260,5;170,5;;;19980,0;;;;;;;;;;;;;;;;;;;
59011;Annoeullin;3891,0;9816,0;6482,4;55;14376,0;20878,0;28110,0;13734,0;8568,0;12856,0;15926,0;18362,0;23390,0;26450,0;30134,0;37050,0;4,3;5,7;0,3;73,5;66,3;3,3;3,9;23,4;3,1
59012;Anor;1232,0;3119,0;2052,8;38;9240,0;15748,0;22202,0;12962,0;2702,0;7636,0;10616,0;13288,0;18036,0;20874,0;24196,0;29850,0;11,0;11,7;0,4;63,5;54,5;3,9;5,1;32,1;4,4
59013;Anstaing;542,0;1460,5;945,9;;;25224,0;;;;;;;;;;;;;;;;;;;
59014;Anzin;5384,0;12990,5;8652,5;32;6338,0;12716,0;19276,0;12938,0;498,0;4772,0;7610,0;10154,0;15174,0;17778,0;20974,0;26490,0;53,2;22,3;0,4;67,7;59,3;5,5;2,9;30,2;2,1
59015;Arleux;1225,0;2983,5;1990,6;45;13266,0;18894,0;25062,0;11796,0;7536,0;11804,0;14556,0;16558,0;21340,0;23768,0;26998,0;32404,0;4,3;5,5;0,3;68,9;59,6;3,1;6,2;27,6;3,5
59016;Armbouts-Cappel;906,0;2366,5;1563,7;66;17150,0;23076,0;28964,0;11814,0;12310,0;15630,0;18670,0;21026,0;25226,0;27582,0;30706,0;36432,0;3,0;3,5;0,2;69,4;64,4;2,6;2,4;27,8;2,8
59017;Armentières;10504,0;24524,0;16487,0;41;9022,0;15984,0;22712,0;13690,0;3308,0;7440,0;10526,0;13364,0;18466,0;21162,0;24784,0;30204,0;9,1;11,3;0,4;69,6;62,9;4,2;2,6;26,6;3,8
59018;Arnèke;620,0;1528,5;1028,2;;;18554,0;;;;;;;;;;;;;;;;;;;
59019;Artres;391,0;1009,0;663,7;;;23514,0;;;;;;;;;;;;;;;;;;;
59021;Assevent;788,0;1767,0;1219,3;;;19014,0;;;;;;;;;;;;;;;;;;;
59022;Attiches;842,0;2265,0;1481,2;67;17988,0;24584,0;32996,0;15008,0;12058,0;15598,0;19492,0;22220,0;27396,0;30756,0;35712,0;44940,0;3,7;5,1;0,3;72,0;64,1;2,6;5,3;23,9;4,1
59023;Aubencheul-au-Bac;194,0;484,5;322,3;;;21722,0;;;;;;;;;;;;;;;;;;;
59024;Auberchicourt;1815,0;4409,5;2942,9;41;10852,0;17024,0;23010,0;12158,0;4552,0;9186,0;12454,0;15004,0;19372,0;21776,0;24976,0;30344,0;6,7;8,0;0,3;64,6;57,6;3,4;3,6;33,5;1,9
