CODGEO;LIBGEO;NBMEN15;NBPERS15;NBUC15;PMIMP15;Q115;Q215;Q315;Q3_Q1;D115;D215;D315;D415;D615;D715;D815;D915;RD;S80S2015;GI15;PACT15;PTSA15;PCHO15;PBEN15;PPEN15;PAUT15
17226;Mazeray;398,0;959,0;645,0;;;19741,0;;;;;;;;;;;;;;;;;;;
17227;Mazerolles;106,0;243,5;169,5;;;21098,0;;;;;;;;;;;;;;;;;;;
17228;Médis;1274,0;2988,0;2050,7;56;14870,0;20545,0;27064,0;12194,0;9720,0;13580,0;16258,0;18360,0;22554,0;25392,0;29054,0;34970,0;3,6;4,9;0,3;58,1;47,5;3,0;7,6;34,5;7,4
17229;Mérignac;90,0;212,0;144,9;;;16646,0;;;;;;;;;;;;;;;;;;;
17230;Meschers-sur-Gironde;1658,0;3287,5;2415,6;59;14980,0;21734,0;29916,0;14936,0;9556,0;13404,0;16376,0;19034,0;24616,0;27952,0;32232,0;39852,0;4,2;5,8;0,3;37,6;27,6;2,8;7,2;54,5;7,9
17232;Meursac;643,0;1508,5;1030,4;;;18654,0;;;;;;;;;;;;;;;;;;;
17233;Meux;138,0;320,0;221,0;;;19758,0;;;;;;;;;;;;;;;;;;;
17234;Migré;147,0;342,0;234,1;;;16190,0;;;;;;;;;;;;;;;;;;;
17235;Migron;307,0;758,5;506,8;;;18284,0;;;;;;;;;;;;;;;;;;;
17236;Mirambeau;703,0;1443,5;1033,8;;;15500,0;;;;;;;;;;;;;;;;;;;
17237;Moëze;236,0;572,0;383,7;;;17678,0;;;;;;;;;;;;;;;;;;;
17239;Mons;192,0;446,5;306,1;;;18514,0;;;;;;;;;;;;;;;;;;;
17240;Montendre;1562,0;3170,0;2286,6;41;11048,0;16706,0;24358,0;13310,0;5496,0;9846,0;12182,0;14358,0;19170,0;22450,0;26408,0;32802,0;6,0;8,1;0,4;52,8;43,6;3,3;5,8;42,1;5,1
17241;Montguyon;710,0;1466,5;1045,9;;;17262,0;;;;;;;;;;;;;;;;;;;
17242;Montils;351,0;844,0;568,3;;;18572,0;;;;;;;;;;;;;;;;;;;
17243;Montlieu-la-Garde;472,0;1033,0;724,7;;;17666,0;;;;;;;;;;;;;;;;;;;
17244;Montpellier-de-Médillan;300,0;676,0;468,0;;;18801,0;;;;;;;;;;;;;;;;;;;
17245;Montroy;347,0;919,0;596,9;;;21796,0;;;;;;;;;;;;;;;;;;;
17246;Moragne;191,0;479,0;316,2;;;18411,0;;;;;;;;;;;;;;;;;;;
17247;Mornac-sur-Seudre;395,0;864,0;604,3;;;18101,0;;;;;;;;;;;;;;;;;;;
17248;Mortagne-sur-Gironde;427,0;872,0;635,2;;;17534,0;;;;;;;;;;;;;;;;;;;
17249;Mortiers;82,0;180,5;126,1;;;17072,0;;;;;;;;;;;;;;;;;;;
17250;Mosnac;218,0;492,5;340,2;;;16474,0;;;;;;;;;;;;;;;;;;;
17252;Le Mung;129,0;304,5;206,3;;;18902,0;;;;;;;;;;;;;;;;;;;
17253;Muron;510,0;1286,5;844,0;;;17784,0;;;;;;;;;;;;;;;;;;;
17254;Nachamps;94,0;204,0;143,7;;;17964,0;;;;;;;;;;;;;;;;;;;
17255;Nancras;328,0;776,5;524,5;;;17952,0;;;;;;;;;;;;;;;;;;;
17256;Nantillé;136,0;335,5;224,6;;;17156,0;;;;;;;;;;;;;;;;;;;
17257;Néré;325,0;677,0;485,9;;;16314,0;;;;;;;;;;;;;;;;;;;
17258;Neuillac;116,0;295,0;195,6;;;18994,0;;;;;;;;;;;;;;;;;;;
17259;Neulles;66,0;146,5;101,4;;;19094,0;;;;;;;;;;;;;;;;;;;
17260;Neuvicq;179,0;443,5;295,1;;;17884,0;;;;;;;;;;;;;;;;;;;
17261;Neuvicq-le-Château;158,0;325,0;233,8;;;17104,0;;;;;;;;;;;;;;;;;;;
17262;Nieul-lès-Saintes;513,0;1259,5;844,7;;;20338,0;;;;;;;;;;;;;;;;;;;
17263;Nieul-le-Virouil;242,0;545,5;378,2;;;17680,0;;;;;;;;;;;;;;;;;;;
17264;Nieul-sur-Mer;2575,0;6009,0;4143,8;67;17346,0;24020,0;32886,0;15540,0;11858,0;15600,0;18762,0;21568,0;26966,0;30704,0;35410,0;44658,0;3,8;4,8;0,3;59,0;50,2;2,8;6,0;36,5;4,5
17265;Nieulle-sur-Seudre;487,0;1235,5;812,0;;;17216,0;;;;;;;;;;;;;;;;;;;
17266;Les Nouillers;281,0;689,5;457,2;;;16536,0;;;;;;;;;;;;;;;;;;;
17267;Nuaillé-d'Aunis;450,0;1182,0;760,7;;;20046,0;;;;;;;;;;;;;;;;;;;
17268;Nuaillé-sur-Boutonne;97,0;207,5;149,1;;;17242,0;;;;;;;;;;;;;;;;;;;
17269;Orignolles;299,0;658,0;460,0;;;17808,0;;;;;;;;;;;;;;;;;;;
17270;Ozillac;290,0;635,0;443,1;;;17742,0;;;;;;;;;;;;;;;;;;;
17271;Paillé;149,0;314,5;225,1;;;16558,0;;;;;;;;;;;;;;;;;;;
17272;Péré;156,0;398,5;261,0;;;18586,0;;;;;;;;;;;;;;;;;;;
17273;Pérignac;436,0;992,5;683,7;;;20228,0;;;;;;;;;;;;;;;;;;;
17274;Périgny;3704,0;8486,0;5833,5;65;16448,0;23308,0;32416,0;15968,0;11292,0;14834,0;17860,0;20672,0;26166,0;29926,0;34760,0;42956,0;3,8;5,5;0,3;63,6;55,7;2,9;4,9;29,1;7,3
17275;Pessines;318,0;795,0;535,2;;;20848,0;;;;;;;;;;;;;;;;;;;
17277;Essouvert;466,0;1118,5;761,6;;;18616,0;;;;;;;;;;;;;;;;;;;
17278;Pisany;317,0;731,5;494,6;;;19198,0;;;;;;;;;;;;;;;;;;;
17279;Plassac;258,0;604,5;413,0;;;17952,0;;;;;;;;;;;;;;;;;;;
17280;Plassay;289,0;716,0;475,6;;;18632,0;;;;;;;;;;;;;;;;;;;
17281;Polignac;68,0;161,5;108,1;;;18400,0;;;;;;;;;;;;;;;;;;;
17282;Pommiers-Moulons;87,0;208,5;139,9;;;16648,0;;;;;;;;;;;;;;;;;;;
17283;Pons;2001,0;4030,0;2910,0;42;11571,0;17460,0;23938,0;12367,0;5904,0;9794,0;12764,0;15152,0;19728,0;22164,0;25802,0;31354,0;5,3;6,8;0,3;56,4;46,2;3,9;6,3;39,2;4,4
17284;Pont-l'Abbé-d'Arnoult;821,0;1839,0;1275,7;;;18874,0;;;;;;;;;;;;;;;;;;;
17285;Port-d'Envaux;501,0;1140,5;782,3;;;19106,0;;;;;;;;;;;;;;;;;;;
17286;Les Portes-en-Ré;365,0;708,0;523,4;;;23534,0;;;;;;;;;;;;;;;;;;;
17287;Pouillac;100,0;219,0;153,5;;;17948,0;;;;;;;;;;;;;;;;;;;
17288;Poursay-Garnaud;126,0;307,0;206,5;;;17134,0;;;;;;;;;;;;;;;;;;;
17289;Préguillac;184,0;455,0;305,5;;;22490,0;;;;;;;;;;;;;;;;;;;
17290;Prignac;131,0;305,5;207,5;;;17980,0;;;;;;;;;;;;;;;;;;;
17291;Puilboreau;2556,0;5787,5;4006,0;63;16716,0;23122,0;30668,0;13952,0;11024,0;15152,0;17992,0;20604,0;25588,0;28812,0;32720,0;39738,0;3,6;4,5;0,3;65,9;58,9;3,1;3,8;28,9;5,2
17292;Puy-du-Lac;195,0;492,0;321,2;;;18546,0;;;;;;;;;;;;;;;;;;;
17293;Puyravault;265,0;675,0;442,2;;;21014,0;;;;;;;;;;;;;;;;;;;
17294;Puyrolland;80,0;199,5;132,9;;;16144,0;;;;;;;;;;;;;;;;;;;
17295;Réaux sur Trèfle;349,0;818,0;555,9;;;18692,0;;;;;;;;;;;;;;;;;;;
17296;Rétaud;455,0;1077,0;729,7;;;19595,0;;;;;;;;;;;;;;;;;;;
17297;Rivedoux-Plage;1109,0;2465,0;1728,1;68;17660,0;25474,0;35984,0;18324,0;11898,0;16334,0;19054,0;22182,0;29020,0;33288,0;39808,0;53052,0;4,5;5,9;0,3;47,8;36,2;2,9;8,7;38,2;14,0
17298;Rioux;395,0;941,0;637,7;;;17830,0;;;;;;;;;;;;;;;;;;;
17299;Rochefort;12180,0;23771,5;17322,3;44;10390,0;17558,0;25052,0;14662,0;3840,0;8544,0;12204,0;15008,0;20166,0;23278,0;27172,0;34206,0;8,9;10,7;0,4;57,3;47,9;4,2;5,3;38,4;4,3
17300;La Rochelle;36147,0;68889,0;50695,2;52;11628,0;19364,0;28986,0;17358,0;5000,0;9614,0;13424,0;16456,0;22552,0;26504,0;32038,0;42230,0;8,4;11,2;0,4;57,5;47,5;3,8;6,2;36,6;5,9
17302;Romegoux;255,0;598,5;408,8;;;18020,0;;;;;;;;;;;;;;;;;;;
17303;La Ronde;429,0;1031,0;695,8;;;17979,0;;;;;;;;;;;;;;;;;;;
17304;Rouffiac;200,0;464,5;316,8;;;21200,0;;;;;;;;;;;;;;;;;;;
17305;Rouffignac;188,0;421,5;292,5;;;17242,0;;;;;;;;;;;;;;;;;;;
17306;Royan;10964,0;19168,5;14756,8;56;13768,0;20736,0;30076,0;16308,0;7644,0;12100,0;15250,0;17996,0;23784,0;27666,0;32920,0;42078,0;5,5;7,3;0,4;37,2;28,4;2,7;6,0;54,6;8,2
17307;Sablonceaux;589,0;1419,5;960,3;;;18996,0;;;;;;;;;;;;;;;;;;;
17308;Saint-Agnant;1055,0;2689,0;1776,5;57;15046,0;20786,0;26850,0;11804,0;9956,0;13820,0;16356,0;18680,0;22934,0;25788,0;29322,0;35582,0;3,6;4,3;0,3;66,3;58,1;3,0;5,2;29,9;3,8
17309;Saint-Aigulin;905,0;1886,5;1346,9;;;16554,0;;;;;;;;;;;;;;;;;;;
17310;Saint-André-de-Lidon;432,0;1033,0;695,2;;;17678,0;;;;;;;;;;;;;;;;;;;
17311;Saint-Augustin;575,0;1333,0;919,3;;;21072,0;;;;;;;;;;;;;;;;;;;
17312;Saint-Bonnet-sur-Gironde;358,0;744,0;535,8;;;15647,0;;;;;;;;;;;;;;;;;;;
17313;Saint-Bris-des-Bois;168,0;388,5;270,0;;;19324,0;;;;;;;;;;;;;;;;;;;
17314;Saint-Césaire;399,0;933,0;639,3;;;18882,0;;;;;;;;;;;;;;;;;;;
17315;Saint-Christophe;536,0;1398,0;908,7;;;20018,0;;;;;;;;;;;;;;;;;;;
17316;Saint-Ciers-Champagne;174,0;418,0;281,8;;;18506,0;;;;;;;;;;;;;;;;;;;
17317;Saint-Ciers-du-Taillon;239,0;514,5;363,1;;;16482,0;;;;;;;;;;;;;;;;;;;
17318;Saint-Clément-des-Baleines;373,0;729,5;538,8;;;23346,0;;;;;;;;;;;;;;;;;;;
17319;Sainte-Colombe;50,0;111,5;78,7;;;17386,0;;;;;;;;;;;;;;;;;;;
17320;Saint-Coutant-le-Grand;168,0;413,5;274,6;;;17710,0;;;;;;;;;;;;;;;;;;;
17321;Saint-Crépin;133,0;342,0;222,4;;;17894,0;;;;;;;;;;;;;;;;;;;
17322;Saint-Cyr-du-Doret;213,0;568,5;363,2;;;19106,0;;;;;;;;;;;;;;;;;;;
17323;Saint-Denis-d'Oléron;753,0;1453,0;1075,3;;;20918,0;;;;;;;;;;;;;;;;;;;
17324;Saint-Dizant-du-Bois;52,0;103,5;76,5;;;14526,0;;;;;;;;;;;;;;;;;;;
17325;Saint-Dizant-du-Gua;247,0;522,0;371,5;;;15810,0;;;;;;;;;;;;;;;;;;;
17326;Saint-Eugène;120,0;280,0;190,9;;;20671,0;;;;;;;;;;;;;;;;;;;
17327;Saint-Félix;133,0;311,5;213,4;;;18248,0;;;;;;;;;;;;;;;;;;;
17328;Saint-Fort-sur-Gironde;426,0;873,0;632,6;;;16830,0;;;;;;;;;;;;;;;;;;;
17329;Saint-Froult;150,0;342,5;236,0;;;20484,0;;;;;;;;;;;;;;;;;;;
17330;Sainte-Gemme;505,0;1258,5;830,8;;;16854,0;;;;;;;;;;;;;;;;;;;
17331;Saint-Genis-de-Saintonge;513,0;1094,5;772,7;;;17354,0;;;;;;;;;;;;;;;;;;;
17332;Saint-Georges-Antignac;169,0;385,0;267,8;;;18413,0;;;;;;;;;;;;;;;;;;;
17333;Saint-Georges-de-Didonne;2984,0;5586,0;4197,3;58;15390,0;22253,0;31686,0;16296,0;9624,0;13784,0;16600,0;19272,0;25562,0;29224,0;34198,0;43484,0;4,5;7,5;0,4;34,6;26,1;2,2;6,3;49,9;15,5
17334;Saint-Georges-de-Longuepierre;107,0;247,5;168,1;;;18114,0;;;;;;;;;;;;;;;;;;;
17335;Saint-Georges-des-Agoûts;125,0;268,5;189,4;;;17730,0;;;;;;;;;;;;;;;;;;;
17336;Saint-Georges-des-Coteaux;1125,0;2730,0;1847,4;62;15866,0;22398,0;28712,0;12846,0;10330,0;14522,0;17166,0;19616,0;24981,0;26999,0;31258,0;37314,0;3,6;4,3;0,3;58,8;52,4;2,4;3,9;36,2;5,0
17337;Saint-Georges-d'Oléron;2010,0;3874,5;2860,6;51;13488,0;19660,0;28260,0;14772,0;8074,0;12098,0;14850,0;17128,0;22258,0;25994,0;30626,0;39046,0;4,8;6,4;0,3;42,1;32,7;3,2;6,2;49,9;8,0
17338;Saint-Georges-du-Bois;753,0;1807,0;1220,4;;;19084,0;;;;;;;;;;;;;;;;;;;
17339;Saint-Germain-de-Lusignan;556,0;1241,0;868,4;;;20359,0;;;;;;;;;;;;;;;;;;;
17340;Saint-Germain-de-Marencennes;512,0;1252,0;838,2;;;19096,0;;;;;;;;;;;;;;;;;;;
17341;Saint-Germain-de-Vibrac;84,0;193,5;135,0;;;19582,0;;;;;;;;;;;;;;;;;;;
17342;Saint-Germain-du-Seudre;177,0;417,5;283,6;;;16696,0;;;;;;;;;;;;;;;;;;;
17343;Saint-Grégoire-d'Ardennes;58,0;129,0;89,1;;;21924,0;;;;;;;;;;;;;;;;;;;
17344;Saint-Hilaire-de-Villefranche;533,0;1240,0;847,2;;;18448,0;;;;;;;;;;;;;;;;;;;
17345;Saint-Hilaire-du-Bois;133,0;325,0;218,2;;;19772,0;;;;;;;;;;;;;;;;;;;
17346;Saint-Hippolyte;567,0;1452,0;954,1;;;18780,0;;;;;;;;;;;;;;;;;;;
17347;Saint-Jean-d'Angély;3646,0;7015,0;5160,2;40;9426,0;16865,0;24826,0;15400,0;3170,0;7760,0;11117,0;14222,0;19568,0;22804,0;27098,0;34412,0;10,9;12,4;0,4;50,6;41,3;3,6;5,6;45,0;4,4
17348;Saint-Jean-d'Angle;254,0;638,0;420,2;;;18478,0;;;;;;;;;;;;;;;;;;;
17349;Saint-Jean-de-Liversay;1103,0;2795,0;1824,8;50;14746,0;19760,0;25272,0;10526,0;10416,0;13628,0;15800,0;17764,0;21747,0;23944,0;27286,0;32574,0;3,1;3,7;0,2;70,7;61,4;3,5;5,7;24,9;4,4
17350;Saint-Julien-de-l'Escap;440,0;911,5;656,9;;;19126,0;;;;;;;;;;;;;;;;;;;
17351;Saint-Just-Luzac;798,0;1948,5;1309,6;;;18638,0;;;;;;;;;;;;;;;;;;;
17353;Saint-Laurent-de-la-Prée;900,0;2182,5;1465,6;56;15860,0;21332,0;28344,0;12484,0;10250,0;14358,0;17068,0;19160,0;23680,0;26710,0;29962,0;36374,0;3,5;4,4;0,3;61,6;52,8;3,5;5,3;32,3;6,1
17354;Saint-Léger;249,0;623,0;414,6;;;19502,0;;;;;;;;;;;;;;;;;;;
17355;Sainte-Lheurine;212,0;487,0;335,2;;;19062,0;;;;;;;;;;;;;;;;;;;
17356;Saint-Loup;128,0;300,0;204,6;;;17972,0;;;;;;;;;;;;;;;;;;;
17357;Saint-Maigrin;236,0;541,0;374,1;;;19330,0;;;;;;;;;;;;;;;;;;;
17358;Saint-Mandé-sur-Brédoire;139,0;303,0;212,8;;;16342,0;;;;;;;;;;;;;;;;;;;
17359;Saint-Mard;465,0;1173,5;775,9;;;18798,0;;;;;;;;;;;;;;;;;;;
17360;Sainte-Marie-de-Ré;1591,0;3659,0;2535,4;69;16956,0;25650,0;36678,0;19722,0;11014,0;15170,0;18738,0;21896,0;29198,0;34066,0;39948,0;51330,0;4,7;6,2;0,3;51,4;40,5;2,7;8,2;36,9;11,7
17361;Saint-Martial;60,0;111,5;85,0;;;19102,0;;;;;;;;;;;;;;;;;;;
17362;Saint-Martial-de-Mirambeau;121,0;281,0;192,6;;;17410,0;;;;;;;;;;;;;;;;;;;
17363;Saint-Martial-de-Vitaterne;191,0;451,5;308,6;;;20286,0;;;;;;;;;;;;;;;;;;;
17364;Saint-Martial-sur-Né;182,0;451,0;299,1;;;21404,0;;;;;;;;;;;;;;;;;;;
17365;Saint-Martin-d'Ary;228,0;474,0;337,2;;;16712,0;;;;;;;;;;;;;;;;;;;
17366;Saint-Martin-de-Coux;182,0;396,0;277,8;;;17958,0;;;;;;;;;;;;;;;;;;;
17367;Saint-Martin-de-Juillers;76,0;165,5;115,5;;;17308,0;;;;;;;;;;;;;;;;;;;
17369;Saint-Martin-de-Ré;972,0;1870,5;1381,0;;;21992,0;;;;;;;;;;;;;;;;;;;
17373;Saint-Médard-d'Aunis;773,0;2105,0;1349,5;58;16248,0;21488,0;26990,0;10742,0;10470,0;14865,0;17422,0;19558,0;23400,0;25550,0;29020,0;34860,0;3,3;4,0;0,3;76,5;65,0;3,7;7,8;19,5;4,0
17374;Sainte-Même;98,0;231,5;157,5;;;15112,0;;;;;;;;;;;;;;;;;;;
17375;Saint-Nazaire-sur-Charente;504,0;1188,5;808,9;;;19360,0;;;;;;;;;;;;;;;;;;;
17376;Saint-Ouen-d'Aunis;592,0;1616,0;1031,7;;;20830,0;;;;;;;;;;;;;;;;;;;
17377;Saint-Ouen-la-Thène;54,0;117,0;81,9;;;16190,0;;;;;;;;;;;;;;;;;;;
17378;Saint-Palais-de-Négrignac;185,0;430,5;292,6;;;15730,0;;;;;;;;;;;;;;;;;;;
17379;Saint-Palais-de-Phiolin;91,0;205,0;142,3;;;18116,0;;;;;;;;;;;;;;;;;;;
17380;Saint-Palais-sur-Mer;2140,0;4244,0;3130,6;67;16650,0;24830,0;35128,0;18478,0;11166,0;14962,0;18634,0;21808,0;28358,0;32440,0;38090,0;49384,0;4,4;6,1;0,3;38,5;28,7;2,6;7,2;51,6;9,9
17381;Saint-Pardoult;99,0;233,5;158,9;;;16314,0;;;;;;;;;;;;;;;;;;;
17382;Saint-Pierre-d'Amilly;213,0;535,0;353,3;;;19088,0;;;;;;;;;;;;;;;;;;;
17383;Saint-Pierre-de-Juillers;160,0;375,5;257,2;;;17640,0;;;;;;;;;;;;;;;;;;;
17384;Saint-Pierre-de-l'Isle;92,0;199,0;138,7;;;17056,0;;;;;;;;;;;;;;;;;;;
17385;Saint-Pierre-d'Oléron;3327,0;6759,5;4902,4;57;14828,0;20474,0;28762,0;13934,0;9452,0;13242,0;16114,0;18422,0;23274,0;26826,0;31360,0;40388,0;4,3;5,4;0,3;50,1;37,2;3,0;10,0;41,7;8,2
17386;Saint-Pierre-du-Palais;149,0;350,0;236,6;;;16817,0;;;;;;;;;;;;;;;;;;;
17387;Saint-Porchaire;738,0;1765,0;1192,4;;;19886,0;;;;;;;;;;;;;;;;;;;
17388;Saint-Quantin-de-Rançanne;118,0;266,0;185,6;;;18486,0;;;;;;;;;;;;;;;;;;;
17389;Sainte-Radegonde;246,0;609,0;406,2;;;18428,0;;;;;;;;;;;;;;;;;;;
17390;Sainte-Ramée;60,0;130,5;92,4;;;18554,0;;;;;;;;;;;;;;;;;;;
17391;Saint-Rogatien;839,0;2177,0;1439,3;65;17432,0;23596,0;30876,0;13444,0;12282,0;16176,0;18342,0;20630,0;26412,0;29234,0;33006,0;39890,0;3,2;4,7;0,3;71,1;63,3;2,6;5,1;24,6;4,3
17393;Saint-Romain-de-Benet;720,0;1686,0;1155,3;;;18932,0;;;;;;;;;;;;;;;;;;;
17394;Saint-Saturnin-du-Bois;341,0;854,5;571,4;;;19156,0;;;;;;;;;;;;;;;;;;;
17395;Saint-Sauvant;229,0;483,0;343,3;;;20832,0;;;;;;;;;;;;;;;;;;;
17396;Saint-Sauveur-d'Aunis;636,0;1651,5;1079,4;;;20592,0;;;;;;;;;;;;;;;;;;;
17397;Saint-Savinien;1139,0;2332,0;1677,5;44;12319,0;18148,0;24596,0;12277,0;6752,0;10610,0;13660,0;16222,0;20364,0;23142,0;26628,0;32586,0;4,8;5,9;0,3;51,6;41,7;3,4;6,5;43,5;4,9
17398;Saint-Seurin-de-Palenne;73,0;180,0;120,7;;;18003,0;;;;;;;;;;;;;;;;;;;
17400;Saint-Sever-de-Saintonge;262,0;633,0;427,3;;;19026,0;;;;;;;;;;;;;;;;;;;
17401;Saint-Séverin-sur-Boutonne;53,0;109,0;79,6;;;17150,0;;;;;;;;;;;;;;;;;;;
17402;Saint-Sigismond-de-Clermont;69,0;153,5;106,5;;;19378,0;;;;;;;;;;;;;;;;;;;
17403;Saint-Simon-de-Bordes;316,0;731,0;500,2;;;20110,0;;;;;;;;;;;;;;;;;;;
17404;Saint-Simon-de-Pellouaille;243,0;628,0;414,4;;;18224,0;;;;;;;;;;;;;;;;;;;
17405;Saint-Sorlin-de-Conac;87,0;181,5;129,7;;;16212,0;;;;;;;;;;;;;;;;;;;
17406;Saint-Sornin;171,0;364,0;257,1;;;19278,0;;;;;;;;;;;;;;;;;;;
17407;Sainte-Soulle;1667,0;4376,5;2858,0;61;16784,0;22612,0;29312,0;12528,0;11930,0;15504,0;17786,0;20298,0;24844,0;27980,0;31456,0;38568,0;3,2;3,9;0,3;71,2;62,7;3,3;5,2;23,5;5,3
17408;Saint-Sulpice-d'Arnoult;322,0;850,5;545,7;;;16774,0;;;;;;;;;;;;;;;;;;;
17409;Saint-Sulpice-de-Royan;1325,0;3110,5;2138,8;57;15016,0;20850,0;28466,0;13450,0;9726,0;13650,0;16224,0;18438,0;23344,0;26448,0;30550,0;38032,0;3,9;5,0;0,3;54,2;44,2;3,2;6,8;38,1;7,7
17410;Saint-Thomas-de-Conac;263,0;509,5;375,0;;;17300,0;;;;;;;;;;;;;;;;;;;
17411;Saint-Trojan-les-Bains;629,0;1165,0;877,0;;;19900,0;;;;;;;;;;;;;;;;;;;
17412;Saint-Vaize;246,0;654,5;423,4;;;19094,0;;;;;;;;;;;;;;;;;;;
17413;Saint-Vivien;493,0;1251,0;827,0;;;22008,0;;;;;;;;;;;;;;;;;;;
17414;Saint-Xandre;1982,0;4754,0;3240,1;68;17884,0;23804,0;30470,0;12586,0;13060,0;16524,0;19110,0;21388,0;25894,0;28566,0;32784,0;39886,0;3,1;3,7;0,3;62,7;55,0;2,6;5,1;32,6;4,7
17415;Saintes;12935,0;24641,0;18157,0;49;12084,0;19316,0;27332,0;15248,0;4710,0;10018,0;13744,0;16638,0;22144,0;25382,0;29758,0;38222,0;8,1;10,3;0,4;55,9;47,4;2,9;5,6;38,7;5,4
17417;Salignac-de-Mirambeau;59,0;140,0;95,3;;;16482,0;;;;;;;;;;;;;;;;;;;
17418;Salignac-sur-Charente;245,0;625,0;413,7;;;22624,0;;;;;;;;;;;;;;;;;;;
17420;Salles-sur-Mer;902,0;2196,0;1489,3;66;17822,0;23784,0;31703,0;13881,0;13028,0;16532,0;18868,0;21330,0;27032,0;29422,0;33998,0;42776,0;3,3;4,2;0,3;60,2;53,1;3,4;3,7;33,9;5,9
17421;Saujon;3512,0;6941,5;5065,5;49;13042,0;19388,0;26220,0;13178,0;8058,0;11704,0;14496,0;17056,0;21648,0;24294,0;28230,0;34490,0;4,3;5,6;0,3;42,4;34,3;2,8;5,3;52,0;5,6
17424;Semoussac;138,0;328,0;218,6;;;16084,0;;;;;;;;;;;;;;;;;;;
17425;Semussac;1017,0;2371,5;1617,7;51;14454,0;19388,0;25496,0;11042,0;9878,0;13372,0;15332,0;17238,0;21720,0;24052,0;26858,0;32226,0;3,3;4,3;0,3;61,0;51,0;3,3;6,7;34,3;4,7
17426;Le Seure;114,0;252,0;175,0;;;20007,0;;;;;;;;;;;;;;;;;;;
17427;Siecq;90,0;207,0;142,7;;;21376,0;;;;;;;;;;;;;;;;;;;
17428;Sonnac;227,0;514,5;354,9;;;17950,0;;;;;;;;;;;;;;;;;;;
17429;Soubise;819,0;2018,0;1334,9;57;15846,0;20718,0;26780,0;10934,0;10624,0;14516,0;16894,0;18920,0;22828,0;25092,0;28384,0;32972,0;3,1;3,7;0,2;62,4;54,9;2,9;4,6;34,7;2,9
17430;Soubran;165,0;382,5;262,2;;;17212,0;;;;;;;;;;;;;;;;;;;
17431;Soulignonne;283,0;694,0;464,7;;;18436,0;;;;;;;;;;;;;;;;;;;
17432;Souméras;147,0;343,0;234,8;;;19624,0;;;;;;;;;;;;;;;;;;;
17433;Sousmoulins;95,0;208,5;146,3;;;18670,0;;;;;;;;;;;;;;;;;;;
17434;Surgères;3047,0;6390,5;4538,9;46;12304,0;18442,0;25376,0;13072,0;6172,0;10474,0;14012,0;16332,0;20682,0;23610,0;27562,0;34360,0;5,6;7,3;0,3;53,2;44,5;3,6;5,0;42,3;4,5
17435;Taillant;72,0;176,5;117,6;;;17234,0;;;;;;;;;;;;;;;;;;;
17436;Taillebourg;312,0;754,0;507,5;;;17999,0;;;;;;;;;;;;;;;;;;;
17437;Talmont-sur-Gironde;46,0;100,0;71,6;;;18966,0;;;;;;;;;;;;;;;;;;;
17438;Tanzac;131,0;307,0;210,4;;;18440,0;;;;;;;;;;;;;;;;;;;
17439;Taugon;328,0;778,0;524,8;;;16508,0;;;;;;;;;;;;;;;;;;;
17440;Ternant;176,0;385,5;268,0;;;19394,0;;;;;;;;;;;;;;;;;;;
17441;Tesson;452,0;1073,5;728,6;;;19972,0;;;;;;;;;;;;;;;;;;;
17442;Thaims;155,0;385,5;258,6;;;16186,0;;;;;;;;;;;;;;;;;;;
17443;Thairé;662,0;1670,0;1101,8;;;21416,0;;;;;;;;;;;;;;;;;;;
17444;Thénac;647,0;1539,0;1040,2;;;20093,0;;;;;;;;;;;;;;;;;;;
17445;Thézac;140,0;318,5;221,2;;;20282,0;;;;;;;;;;;;;;;;;;;
17446;Thors;190,0;442,5;301,2;;;19932,0;;;;;;;;;;;;;;;;;;;
17447;Le Thou;702,0;1886,5;1209,9;;;18588,0;;;;;;;;;;;;;;;;;;;
17448;Tonnay-Boutonne;494,0;1091,5;759,7;;;17134,0;;;;;;;;;;;;;;;;;;;
17449;Tonnay-Charente;3607,0;7975,5;5537,8;47;13298,0;18772,0;24760,0;11462,0;8012,0;11926,0;14594,0;16672,0;21000,0;23234,0;26560,0;32582,0;4,1;5,2;0,3;64,4;56,5;3,6;4,4;32,2;3,4
17450;Torxé;104,0;222,0;158,2;;;20351,0;;;;;;;;;;;;;;;;;;;
17451;Les Touches-de-Périgny;214,0;509,5;346,9;;;18236,0;;;;;;;;;;;;;;;;;;;
17452;La Tremblade;2425,0;4709,0;3475,2;51;13378,0;19550,0;27740,0;14362,0;7560,0;11948,0;14590,0;17004,0;22246,0;25590,0;30318,0;38492,0;5,1;7,5;0,4;44,3;28,7;2,6;13,1;48,4;7,3
17453;Trizay;562,0;1459,5;954,7;;;20338,0;;;;;;;;;;;;;;;;;;;
17454;Tugéras-Saint-Maurice;160,0;392,0;261,2;;;15470,0;;;;;;;;;;;;;;;;;;;
17455;La Vallée;275,0;698,5;461,4;;;18788,0;;;;;;;;;;;;;;;;;;;
17457;Vandré;336,0;827,0;551,2;;;17734,0;;;;;;;;;;;;;;;;;;;
17458;Vanzac;69,0;147,5;104,0;;;19224,0;;;;;;;;;;;;;;;;;;;
17459;Varaize;259,0;584,0;400,5;;;17614,0;;;;;;;;;;;;;;;;;;;
17460;Varzay;338,0;815,0;549,5;;;19772,0;;;;;;;;;;;;;;;;;;;
