CODGEO;LIBGEO;C15_ACTOCC15P_ILT1;C15_ACTOCC15P_ILTAUT;C15_ACTOCC15P
53108;La Gravelle;32;235;268
53109;Grazay;46;246;292
53110;Grez-en-Bouère;192;286;477
53111;La Haie-Traversaine;41;200;241
53112;Le Ham;61;102;163
53113;Hambers;66;188;254
53114;Hardanges;30;59;89
53115;Hercé;39;109;148
53116;Le Horps;173;127;300
53117;Houssay;54;181;235
53118;Le Housseau-Brétignolles;41;54;95
53119;L'Huisserie;279;1674;1953
53120;Izé;67;119;186
53121;Javron-les-Chapelles;301;165;466
53122;Jublains;89;258;347
53123;Juvigné;211;357;569
53124;Laigné;107;266;373
53125;Landivy;206;226;432
53126;Larchamp;182;286;468
53127;Lassay-les-Châteaux;466;476;942
53128;Laubrières;34;108;142
53129;Launay-Villiers;10;142;152
53130;Laval;12963;6140;19104
53131;Lesbois;30;40;70
53132;Levaré;22;88;110
53133;Lignières-Orgères;125;201;326
53134;Livet;5;60;65
53135;Livré-la-Touche;145;220;365
53136;Loigné-sur-Mayenne;79;387;466
53137;Loiron-Ruillé;277;900;1177
53138;Longuefuye;20;175;195
53139;Loupfougères;59;94;153
53140;Louverné;310;1482;1792
53141;Louvigné;55;430;485
53142;Madré;58;95;153
53143;Maisoncelles-du-Maine;30;207;237
53144;Marcillé-la-Ville;70;321;391
53145;Marigné-Peuton;75;221;296
53146;Martigné-sur-Mayenne;241;555;795
53147;Mayenne;3246;1712;4959
53148;Mée;24;86;110
53150;Ménil;121;362;483
53151;Méral;183;257;440
53152;Meslay-du-Maine;449;563;1013
53153;Mézangers;56;215;271
53154;Montaudin;149;214;364
53155;Montenay;120;500;620
53156;Montflours;16;89;106
53157;Montigné-le-Brillant;55;511;566
53158;Montjean;95;424;519
53159;Montourtier;20;119;139
53160;Montreuil-Poulay;85;115;200
53161;Montsûrs-Saint-Céneré;333;663;996
53162;Moulay;30;356;387
53163;Neau;69;226;295
53164;Neuilly-le-Vendin;39;123;163
53165;Niafles;15;136;151
53168;Nuillé-sur-Vicoin;141;435;576
53169;Olivet;10;180;190
53170;Oisseau;100;442;542
53172;Origné;35;200;235
53173;La Pallu;45;40;85
53174;Parigné-sur-Braye;65;355;420
53175;Parné-sur-Roc;115;545;660
53176;Le Pas;54;149;203
53177;La Pellerine;51;95;145
53178;Peuton;40;77;117
53179;Placé;35;114;149
53180;Pommerieux;103;278;381
53181;Pontmain;188;141;329
53182;Port-Brillet;249;515;764
53184;Préaux;55;45;100
53185;Pré-en-Pail-Saint-Samson;419;465;884
53186;Quelaines-Saint-Gault;240;651;892
53187;Ravigny;4;82;87
53188;Renazé;300;480;780
53189;Rennes-en-Grenouilles;26;15;41
53190;Le Ribay;40;155;195
53191;La Roë;36;63;99
53192;La Rouaudière;65;75;140
53193;Ruillé-Froid-Fonds;65;225;290
53195;Sacé;15;229;244
53196;Saint-Aignan-de-Couptrain;55;125;180
53197;Saint-Aignan-sur-Roë;95;210;305
53198;Saint-Aubin-du-Désert;15;78;93
53199;Saint-Aubin-Fosse-Louvain;35;60;95
53200;Saint-Baudelle;25;445;470
53201;Saint-Berthevin;850;2327;3178
53202;Saint-Berthevin-la-Tannière;69;79;148
53203;Saint-Brice;25;226;251
53204;Saint-Calais-du-Désert;55;120;175
53206;Saint-Charles-la-Forêt;26;95;122
53207;Saint-Christophe-du-Luat;66;285;351
53208;Saint-Cyr-en-Pail;60;199;259
53209;Saint-Cyr-le-Gravelais;40;163;203
53210;Saint-Denis-d'Anjou;200;359;559
53211;Saint-Denis-de-Gastines;238;319;558
53212;Saint-Denis-du-Maine;26;171;197
53213;Saint-Ellier-du-Maine;56;144;201
53214;Saint-Erblon;0;70;70
53215;Saint-Fort;176;579;755
53216;Saint-Fraimbault-de-Prières;74;328;402
53218;Sainte-Gemmes-le-Robert;55;316;372
53219;Saint-Georges-Buttavent;130;525;655
53220;Saint-Georges-le-Fléchard;10;155;165
53221;Saint-Georges-sur-Erve;64;118;182
53222;Saint-Germain-d'Anxure;30;147;176
53223;Saint-Germain-de-Coulamer;49;76;124
53224;Saint-Germain-le-Fouilloux;89;438;527
53225;Saint-Germain-le-Guillaume;48;157;206
53226;Saint-Hilaire-du-Maine;85;340;425
53228;Blandouet-Saint Jean;68;186;254
53229;Saint-Jean-sur-Mayenne;86;769;855
53230;Saint-Julien-du-Terroux;32;80;112
53231;Saint-Laurent-des-Mortiers;11;58;69
53232;Saint-Léger;30;130;161
53233;Saint-Loup-du-Dorat;20;135;155
53234;Saint-Loup-du-Gast;55;120;175
53235;Sainte-Marie-du-Bois;25;89;113
53236;Saint-Mars-du-Désert;19;31;50
53237;Saint-Mars-sur-Colmont;76;142;217
53238;Saint-Mars-sur-la-Futaie;67;158;225
53239;Saint-Martin-de-Connée;50;130;180
53240;Saint-Martin-du-Limet;14;196;210
53241;Saint-Michel-de-Feins;20;75;95
53242;Saint-Michel-de-la-Roë;65;20;85
53243;Saint-Ouën-des-Toits;94;700;794
53244;Saint-Ouën-des-Vallons;15;80;95
53245;Saint-Pierre-des-Landes;171;235;406
53246;Saint-Pierre-des-Nids;225;535;760
53247;Saint-Pierre-la-Cour;290;674;965
53248;Saint-Pierre-sur-Erve;40;40;80
53249;Saint-Pierre-sur-Orthe;55;99;154
53250;Saint-Poix;35;119;154
53251;Saint-Quentin-les-Anges;40;187;228
53253;Saint-Saturnin-du-Limet;60;125;185
53254;Saint-Sulpice;5;128;133
53255;Sainte-Suzanne-et-Chammes;114;395;509
53256;Saint-Thomas-de-Courceriers;60;35;95
53257;Saulges;45;60;105
53258;La Selle-Craonnaise;189;230;419
53259;Senonnes;96;72;168
53260;Simplé;50;135;185
53261;Soucé;20;35;56
53262;Soulgé-sur-Ouette;80;336;416
53263;Thubuf;48;95;143
53264;Thorigné-en-Charnie;35;40;75
53265;Torcé-Viviers-en-Charnie;132;164;297
53266;Trans;25;81;107
53267;Vaiges;155;285;440
53269;Vautorte;72;217;289
53270;Vieuvy;25;20;45
53271;Villaines-la-Juhel;701;316;1017
53272;Villepail;25;63;87
53273;Villiers-Charlemagne;97;471;568
53274;Vimarcé;15;75;90
53276;Voutré;100;301;401
54001;Abaucourt;10;100;110
54002;Abbéville-lès-Conflans;25;101;127
54003;Aboncourt;5;30;35
54004;Affléville;16;63;79
54005;Affracourt;0;35;35
54006;Agincourt;40;163;203
54007;Aingeray;64;248;312
54008;Allain;49;197;246
54009;Allamont;15;55;70
54010;Allamps;44;181;225
54011;Allondrelle-la-Malmaison;39;247;286
54012;Amance;39;108;147
54013;Amenoncourt;5;20;25
54014;Ancerviller;25;70;95
54015;Anderny;15;96;111
54016;Andilly;24;115;139
54017;Angomont;8;15;23
54018;Anoux;10;101;111
54019;Ansauville;10;30;40
54020;Anthelupt;10;165;175
54021;Armaucourt;20;74;94
54022;Arnaville;35;255;290
54023;Arracourt;25;61;86
54024;Arraye-et-Han;20;108;127
54025;Art-sur-Meurthe;52;499;551
54026;Athienville;20;51;72
54027;Atton;58;295;353
54028;Auboué;105;655;760
54029;Audun-le-Roman;140;955;1095
54030;Autrepierre;4;29;33
54031;Autreville-sur-Moselle;5;130;135
54032;Autrey;10;60;70
54033;Avillers;0;50;50
54034;Avrainville;14;96;111
54035;Avricourt;15;110;125
54036;Avril;10;520;530
54037;Azelot;8;172;180
54038;Azerailles;68;277;345
54039;Baccarat;857;712;1569
54040;Badonviller;209;334;543
54041;Bagneux;15;50;65
54042;Bainville-aux-Miroirs;20;116;136
54043;Bainville-sur-Madon;50;470;520
54044;Barbas;5;70;75
54045;Barbonville;29;193;222
54046;Barisey-au-Plain;30;152;183
54047;Barisey-la-Côte;5;100;105
54048;Les Baroches;36;118;153
54049;Baslieux;30;181;212
54050;Bathelémont;5;24;29
54051;Batilly;84;456;540
54052;Battigny;17;50;67
54053;Bauzemont;0;53;53
54054;Bayon;215;445;660
54055;Bayonville-sur-Mad;10;105;115
54056;Bazailles;0;81;81
54057;Beaumont;0;24;24
54058;Béchamps;5;30;35
54059;Belleau;54;301;355
54060;Belleville;79;597;676
54061;Bénaménil;49;221;270
54062;Benney;60;233;293
54063;Bernécourt;28;56;84
54064;Bertrambois;20;70;90
54065;Bertrichamps;60;384;443
54066;Bettainvillers;18;155;173
54067;Beuveille;25;307;333
54068;Beuvezin;20;10;30
54069;Beuvillers;14;146;160
54070;Bey-sur-Seille;8;74;83
54071;Bezange-la-Grande;0;57;57
54072;Bezaumont;19;100;119
54073;Bicqueley;30;387;417
54074;Bienville-la-Petite;5;11;16
54075;Bionville;10;45;55
54076;Blainville-sur-l'Eau;292;1390;1682
54077;Blâmont;87;226;313
54078;Blémerey;0;50;50
54079;Blénod-lès-Pont-à-Mousson;465;1270;1735
54080;Blénod-lès-Toul;66;366;432
54081;Boismont;30;144;174
54082;Boncourt;11;55;66
54083;Bonviller;0;102;102
54084;Mont-Bonvillers;30;399;429
54085;Borville;10;45;55
54086;Boucq;30;106;136
54087;Bouillonville;10;55;65
54088;Bouvron;16;79;94
54089;Bouxières-aux-Chênes;135;471;606
54090;Bouxières-aux-Dames;174;1513;1686
54091;Bouxières-sous-Froidmont;22;165;188
54092;Bouzanville;0;25;25
54093;Brainville;30;50;80
54094;Bralleville;30;44;74
54095;Bratte;0;34;34
54096;Bréhain-la-Ville;15;165;180
54097;Bréménil;0;25;25
54098;Brémoncourt;5;65;70
54099;Val de Briey;1345;2009;3354
54100;Brin-sur-Seille;60;301;361
54101;Brouville;20;33;53
54102;Bruley;60;215;275
54103;Bruville;36;56;92
54104;Buissoncourt;8;117;125
54105;Bulligny;24;169;193
54106;Bures;5;16;21
54107;Buriville;10;34;44
54108;Burthecourt-aux-Chênes;15;15;30
54109;Ceintrey;72;405;477
54110;Cerville;41;229;270
54111;Chaligny;172;1088;1260
54112;Chambley-Bussières;61;235;296
54113;Champenoux;102;450;552
54114;Champey-sur-Moselle;15;165;180
54115;Champigneulles;574;2093;2667
54116;Chanteheux;140;677;817
54117;Chaouilley;15;40;55
54118;Charency-Vezin;40;247;288
54119;Charey;27;15;42
54120;Charmes-la-Côte;32;128;160
54121;Charmois;10;64;73
54122;Chaudeney-sur-Moselle;50;340;390
54123;Chavigny;125;742;868
54124;Chazelles-sur-Albe;0;35;35
54125;Chenevières;28;178;207
54126;Chenicourt;20;81;101
54127;Chenières;40;281;322
54128;Choloy-Ménillot;35;335;370
54129;Cirey-sur-Vezouze;215;263;478
54130;Clayeures;24;55;79
54131;Clémery;60;210;270
54132;Clérey-sur-Brenon;0;30;30
54133;Coincourt;20;24;43
54134;Colmey;16;86;102
54135;Colombey-les-Belles;175;445;621
54136;Conflans-en-Jarnisy;227;734;960
54137;Cons-la-Grandville;46;186;232
54138;Cosnes-et-Romain;151;1111;1262
54139;Courbesseaux;15;140;155
54140;Courcelles;10;20;30
54141;Coyviller;10;40;50
54142;Crantenoy;5;49;54
54143;Crépey;12;164;176
54144;Crévéchamps;10;165;175
54145;Crévic;32;363;395
54146;Crézilles;30;113;143
54147;Crion;10;45;55
54148;Croismare;39;267;306
54149;Crusnes;71;561;632
54150;Custines;252;980;1232
54151;Cutry;53;371;423
54152;Damelevières;235;1060;1295
54153;Dampvitoux;15;20;36
54154;Deneuvre;45;130;175
54155;Deuxville;20;174;194
54156;Diarville;35;180;215
54157;Dieulouard;335;1583;1919
54158;Dolcourt;9;60;69
54159;Dombasle-sur-Meurthe;916;2912;3827
54160;Domèvre-en-Haye;38;129;167
54161;Domèvre-sur-Vezouze;15;110;125
54162;Domgermain;118;388;506
54163;Domjevin;10;100;110
54164;Dommarie-Eulmont;14;24;39
54165;Dommartemont;20;194;215
54166;Dommartin-la-Chaussée;0;20;20
54167;Dommartin-lès-Toul;173;760;933
54168;Dommartin-sous-Amance;17;86;103
54169;Domprix;20;20;41
54170;Domptail-en-l'Air;0;30;30
54171;Doncourt-lès-Conflans;39;477;516
54172;Doncourt-lès-Longuyon;21;139;160
54173;Drouville;0;87;87
54174;Écrouves;355;1740;2095
54175;Einvaux;28;113;141
54176;Einville-au-Jard;135;334;468
54177;Emberménil;16;101;117
54178;Épiez-sur-Chiers;12;80;91
54179;Éply;15;155;170
54180;Erbéviller-sur-Amezule;8;23;31
54181;Errouville;24;251;275
54182;Essey-et-Maizerais;65;155;220
54183;Essey-la-Côte;16;31;47
54184;Essey-lès-Nancy;715;2860;3575
54185;Étreval;0;26;26
54186;Eulmont;47;336;382
54187;Euvezin;14;47;61
54188;Faulx;136;430;566
54189;Favières;41;264;305
54190;Fécocourt;20;34;54
54191;Fenneviller;0;44;44
54192;Ferrières;32;93;126
54193;Fey-en-Haye;10;35;44
54194;Fillières;25;199;224
54195;Flainval;10;84;94
54196;Flavigny-sur-Moselle;194;492;686
54197;Fléville-devant-Nancy;95;757;853
54198;Fléville-Lixières;5;140;145
54199;Flin;43;154;197
54200;Flirey;29;64;93
54201;Fontenoy-la-Joûte;10;110;120
54202;Fontenoy-sur-Moselle;35;135;170
54203;Forcelles-Saint-Gorgon;11;61;72
54204;Forcelles-sous-Gugney;5;35;40
54205;Foug;294;670;963
54206;Fraimbois;55;125;180
54207;Fraisnes-en-Saintois;5;42;47
54208;Francheville;5;120;125
54209;Franconville;10;25;35
54210;Fréménil;5;91;96
54211;Frémonville;5;34;39
54212;Fresnois-la-Montagne;24;176;200
54213;Friauville;12;146;158
54214;Frolois;30;309;339
54215;Frouard;551;2143;2694
54216;Froville;4;52;56
54217;Gélacourt;5;55;60
54218;Gélaucourt;0;30;30
54219;Gellenoncourt;5;36;42
54220;Gémonville;5;20;25
54221;Gerbécourt-et-Haplemont;12;94;106
54222;Gerbéviller;134;362;496
54223;Germiny;19;53;72
54224;Germonville;21;63;84
54225;Gézoncourt;12;82;95
54226;Gibeaumeix;10;41;51
54227;Giraumont;52;468;520
54228;Giriviller;10;5;15
54229;Glonville;24;116;140
54230;Gogney;10;15;25
54231;Gondrecourt-Aix;5;59;64
54232;Gondreville;180;1100;1280
54233;Gondrexon;15;0;15
54234;Gorcy;156;1101;1257
54235;Goviller;15;169;184
54236;Grand-Failly;29;121;150
54237;Grimonviller;0;37;37
54238;Gripport;10;124;135
54239;Griscourt;10;34;43
54240;Grosrouvres;5;30;35
54241;Gugney;5;29;34
54242;Gye;17;101;118
54243;Hablainville;25;45;71
54244;Hagéville;15;35;50
54245;Haigneville;8;21;29
54246;Halloville;8;8;16
54247;Hammeville;20;54;74
54248;Hamonville;0;43;43
54249;Hannonville-Suzémont;8;101;108
54250;Haraucourt;40;300;340
54251;Harbouey;10;60;70
54252;Haroué;36;160;196
54253;Hatrize;56;253;309
54254;Haucourt-Moulaine;177;1039;1216
54255;Haudonville;5;30;35
54256;Haussonville;25;105;130
54257;Heillecourt;375;1741;2116
54258;Hénaménil;5;56;61
54259;Herbéviller;15;102;116
54260;Hériménil;45;314;359
54261;Herserange;184;1417;1601
54262;Hoéville;15;45;61
54263;Homécourt;284;1834;2118
54264;Houdelmont;5;95;100
54265;Houdemont;165;760;925
54266;Houdreville;25;210;234
54268;Housséville;15;65;80
54269;Hudiviller;10;151;160
54270;Hussigny-Godbrange;188;1274;1463
54271;Igney;5;41;46
54272;Jaillon;25;220;245
54273;Jarny;869;1965;2834
54274;Jarville-la-Malgrange;480;2876;3356
54275;Jaulny;8;108;115
54276;Jeandelaincourt;60;280;340
54277;Jeandelize;15;135;150
54278;Jevoncourt;0;58;58
54279;Jezainville;60;349;409
54280;Juf;486;1585;2071
54281;Jolivet;65;289;354
54282;Joppécourt;10;50;60
54283;Jouaville;20;133;153
54284;Joudreville;45;325;370
54285;Juvrecourt;0;11;11
54286;Labry;102;567;669
54287;Lachapelle;5;95;100
54288;Lagney;54;183;238
54289;Laître-sous-Amance;20;183;203
54290;Laix;10;68;78
54291;Laluf;36;116;153
54292;Lamath;5;70;75
54293;Landécourt;6;39;44
54294;Landremont;15;68;83
54295;Landres;81;339;420
54296;Laneuvelotte;40;155;195
54297;Laneuveville-aux-Bois;20;105;125
54298;Laneuveville-derrière-Foug;5;30;35
54299;Laneuveville-devant-Bayon;24;102;125
54300;Laneuveville-devant-Nancy;527;2270;2797
54301;Lanfroicourt;4;57;61
54302;Lantéfontaine;25;245;270
54303;Laronxe;20;109;130
54304;Laxou;1273;4131;5404
54305;Lay-Saint-Christophe;165;895;1060
54306;Lay-Saint-Remy;20;132;152
54307;Lebeuville;15;50;65
54308;Leintrey;8;43;51
54309;Lemainville;30;126;156
54311;Lenoncourt;33;302;334
54312;Lesménils;30;180;210
54313;Létricourt;5;121;127
54314;Lexy;250;1235;1486
54315;Leyr;56;346;402
54316;Limey-Remenauville;14;113;127
54317;Lironville;20;39;59
54318;Liverdun;515;2055;2570
54320;Loisy;30;136;166
54321;Longlaville;160;800;960
54322;Longuyon;637;1245;1882
54323;Longwy;1367;3817;5184
54324;Lorey;0;65;65
54325;Loromontzey;10;15;25
54326;Lubey;5;70;75
54327;Lucey;25;225;250
54328;Ludres;546;2281;2827
54329;Lunéville;3351;3393;6744
54330;Lupcourt;25;173;199
54331;Magnières;47;65;112
54332;Maidières;50;537;587
54333;Mailly-sur-Seille;15;75;90
54334;Mairy-Mainville;20;209;230
54335;Maixe;15;175;190
54336;Maizières;44;428;472
54337;Malavillers;8;28;35
54338;Malleloy;60;313;373
54339;Malzéville;472;2714;3186
54340;Mamey;20;131;151
54343;Mandres-aux-Quatre-Tours;19;57;77
54344;Mangonville;10;86;96
54345;Manoncourt-en-Vermois;26;149;175
54346;Manoncourt-en-Woëvre;20;81;101
54348;Manonville;25;75;100
54349;Manonviller;5;67;72
54350;Marainviller;44;210;254
54351;Marbache;97;653;749
54352;Maron;36;367;403
54353;Mars-la-Tour;90;295;385
54354;Marthemont;5;30;35
54355;Martincourt;15;30;45
54356;Mattexey;0;33;33
54357;Maxéville;787;2380;3167
54358;Mazerulles;21;95;116
54359;Méhoncourt;23;109;132
54360;Ménil-la-Tour;0;135;135
54362;Mercy-le-Bas;60;414;475
54363;Mercy-le-Haut;20;101;121
54364;Méréville;117;497;613
54365;Merviller;36;93;129
54366;Messein;90;727;818
54367;Mexy;85;900;985
54368;Mignéville;5;40;45
54369;Millery;20;283;303
54370;Minorville;10;99;110
54371;Moineville;50;390;440
54372;Moivrons;51;205;256
54373;Moncel-lès-Lunéville;63;224;287
54374;Moncel-sur-Seille;20;198;219
54375;Montauville;65;390;455
54376;Montenoy;25;180;204
54377;Montigny;0;51;51
54378;Montigny-sur-Chiers;8;196;204
54379;Mont-l'Étroit;5;44;48
54380;Mont-le-Vignoble;31;162;193
54381;Montreux;5;5;10
54382;Mont-Saint-Martin;615;2035;2649
54383;Mont-sur-Meurthe;50;401;451
54385;Morfontaine;40;463;503
54386;Moriviller;10;15;26
54387;Morville-sur-Seille;15;80;95
54388;Mouacourt;28;24;53
54389;Mouaville;5;46;51
54390;Mousson;0;31;31
54391;Moutiers;106;509;614
54392;Moutrot;16;125;140
54393;Moyen;40;143;183
54394;Murville;20;88;107
54395;Nancy;22862;19214;42076
54396;Neufmaisons;0;51;51
54397;Neuves-Maisons;639;2240;2879
54398;Neuviller-lès-Badonviller;0;29;29
54399;Neuviller-sur-Moselle;4;90;94
54400;Nomeny;151;367;519
54401;Nonhigny;16;16;32
54402;Norroy-le-Sec;30;157;186
54403;Norroy-lès-Pont-à-Mousson;65;475;540
54404;Noviant-aux-Prés;30;86;116
54405;Ochey;40;195;235
54406;Ogéviller;14;73;87
54407;Ognéville;8;38;45
54408;Olley;16;96;113
54409;Omelmont;30;45;74
54410;Onville;44;184;228
54411;Ormes-et-Ville;20;107;128
54412;Othe;0;17;17
54413;Ozerailles;10;63;73
54414;Pagney-derrière-Barine;45;275;320
54415;Pagny-sur-Moselle;378;1443;1821
54416;Pannes;0;75;75
54417;Parey-Saint-Césaire;10;100;110
54418;Parroy;25;44;69
54419;Parux;12;19;31
54420;Petit-Failly;10;30;40
54421;Petitmont;26;89;115
54422;Pettonville;5;25;30
54423;Pexonne;45;120;165
54424;Phlin;5;14;19
54425;Piennes;235;581;816
54426;Pierre-la-Treiche;25;220;245
54427;Pierre-Percée;10;20;29
54428;Pierrepont;50;286;337
54429;Pierreville;5;133;138
54430;Pompey;443;1339;1782
54431;Pont-à-Mousson;2302;3352;5654
54432;Pont-Saint-Vincent;85;645;730
54433;Port-sur-Seille;16;96;112
54434;Praye;5;100;105
54435;Prény;15;145;160
54436;Preutin-Higny;5;35;40
54437;Pulligny;95;427;521
54438;Pulney;0;20;20
54439;Pulnoy;295;1465;1760
54440;Puxe;0;45;45
54441;Puxieux;15;121;136
54442;Quevilloncourt;0;30;30
54443;Raon-lès-Leau;0;21;21
54444;Raucourt;14;70;84
54445;Raville-sur-Sânon;0;45;45
54446;Réchicourt-la-Petite;0;30;30
54447;Réclonville;5;10;15
54449;Rehainviller;74;387;461
54450;Reherrey;10;39;48
54451;Réhon;170;1460;1630
54452;Reillon;10;20;30
54453;Rembercourt-sur-Mad;5;74;79
54455;Remenoville;14;39;53
54456;Réméréville;44;193;237
54457;Remoncourt;0;5;5
54458;Repaix;12;28;40
54459;Richardménil;125;777;902
54460;Rogéville;5;87;93
54461;Romain;0;41;41
54462;Rosières-aux-Salines;312;882;1194
54463;Rosières-en-Haye;5;130;136
54464;Rouves;5;47;52
54465;Roville-devant-Bayon;45;290;335
54466;Royaumeix;41;96;137
54467;Rozelieures;10;50;60
54468;Saffais;5;50;55
54469;Saint-Ail;21;229;250
54470;Saint-Baussant;0;15;15
54471;Saint-Boingt;0;20;20
54472;Saint-Clément;71;286;357
54473;Saint-Firmin;29;92;122
54474;Sainte-Geneviève;20;71;91
54475;Saint-Germain;10;70;80
54476;Saint-Jean-lès-Longuyon;36;196;232
54477;Saint-Julien-lès-Gorze;5;50;55
54478;Saint-Marcel;10;65;75
54479;Saint-Mard;5;35;40
54480;Saint-Martin;5;26;32
54481;Saint-Maurice-aux-Forges;13;30;43
54482;Saint-Max;602;3506;4108
54483;Saint-Nicolas-de-Port;666;2450;3116
54484;Sainte-Pôle;10;72;83
54485;Saint-Pancré;21;108;129
54486;Saint-Remimont;0;113;113
54487;Saint-Rémy-aux-Bois;0;28;28
54489;Saint-Supplet;25;50;75
54490;Saizerais;98;556;654
54491;Sancy;41;78;119
54492;Sanzey;15;46;61
54493;Saulnes;125;868;994
54494;Saulxerotte;5;38;44
54495;Saulxures-lès-Nancy;169;1356;1525
54496;Saulxures-lès-Vannes;30;130;160
54497;Saxon-Sion;28;17;46
54498;Seichamps;257;1666;1922
54499;Seicheprey;5;35;40
54500;Selaincourt;8;70;78
54501;Seranville;8;36;44
54502;Serres;10;78;88
54504;Serrouville;5;299;305
54505;Sexey-aux-Forges;52;276;329
54506;Sexey-les-Bois;10;163;172
54507;Sionviller;5;39;44
54508;Sivry;10;120;130
54509;Sommerviller;54;378;433
54510;Sornéville;24;131;155
54511;Sponville;20;46;66
54512;Tanconville;16;47;62
54513;Tantonville;30;241;271
54514;Tellancourt;70;215;285
54515;Thélod;22;103;125
54516;They-sous-Vaudemont;0;7;7
54517;Thézey-Saint-Martin;30;65;95
54518;Thiaucourt-Regniéville;93;316;409
54519;Thiaville-sur-Meurthe;40;165;205
54520;Thiébauménil;20;152;172
54521;Thil;39;614;653
54522;Thorey-Lyautey;10;65;75
54523;Thuilley-aux-Groseilles;165;170;335
54524;Thumeréville;5;20;25
54525;Tiercelet;15;243;258
54526;Tomblaine;723;2619;3341
54527;Tonnoy;52;286;338
54528;Toul;2519;3366;5885
54529;Tramont-Émy;10;5;15
54530;Tramont-Lassus;10;29;39
54531;Tramont-Saint-André;0;15;15
54532;Tremblecourt;22;78;100
54533;Trieux;193;851;1044
54534;Trondes;35;170;205
54535;Tronville;15;51;67
54536;Tucquegnieux;145;735;880
54537;Ugny;35;343;378
54538;Uruffe;30;140;170
54539;Vacqueville;20;88;107
54540;Val-et-Châtillon;25;130;155
54541;Valhey;16;57;73
54542;Valleroy;136;889;1026
54543;Vallois;5;24;29
54544;Vandelainville;0;49;49
54545;Vandeléville;20;70;90
54546;Vandières;50;296;346
54547;Vanduvre-lès-Nancy;3414;5894;9309
54548;Vannes-le-Châtel;55;175;230
54549;Varangéville;159;1269;1429
54550;Vathiménil;35;121;156
54551;Vaucourt;5;22;27
54552;Vaudémont;0;26;26
54553;Vaudeville;0;66;66
54554;Vaudigny;13;30;43
54555;Vaxainville;10;31;41
54556;Vého;10;24;34
54557;Velaine-en-Haye;202;701;903
54558;Velaine-sous-Amance;15;150;165
54559;Velle-sur-Moselle;20;100;120
54560;Veney;0;19;19
54561;Vennezey;0;21;21
54562;Verdenal;10;65;75
54563;Vézelise;160;425;585
54564;Viéville-en-Haye;16;67;82
54565;Vigneulles;8;111;119
54566;Vilcey-sur-Trey;0;50;50
54567;Villacourt;27;150;177
54568;Ville-au-Montois;30;70;100
54569;Ville-au-Val;12;75;87
54570;Villecey-sur-Mad;15;131;145
54571;Ville-en-Vermois;40;207;247
54572;Ville-Houdlémont;20;321;341
54573;Villers-en-Haye;10;85;95
54574;Villers-la-Chèvre;15;296;311
54575;Villers-la-Montagne;169;548;717
54576;Villers-le-Rond;4;33;38
54577;Villers-lès-Moivrons;15;65;80
54578;Villers-lès-Nancy;1146;4491;5638
54579;Villers-sous-Prény;4;166;170
54580;Villerupt;676;2882;3558
54581;Ville-sur-Yron;25;115;140
54582;Villette;5;75;80
54583;Villey-le-Sec;10;205;215
54584;Villey-Saint-Étienne;92;382;474
54585;Virecourt;20;169;189
54586;Viterne;30;305;335
54587;Vitrey;11;105;116
54588;Vitrimont;35;151;186
54589;Vittonville;12;66;77
54590;Viviers-sur-Chiers;53;270;323
54591;Voinémont;11;136;148
54592;Vroncourt;10;128;139
54593;Waville;25;185;210
54594;Xammes;10;67;77
54595;Xermaménil;8;241;249
54596;Xeuilley;54;343;398
54597;Xirocourt;51;175;226
54598;Xivry-Circourt;5;92;97
54599;Xonville;0;55;55
54600;Xousse;10;35;45
54601;Xures;0;47;47
54602;Han-devant-Pierrepont;4;67;71
55001;Abainville;25;80;105
